"item","value"
"C1_mean_pseudo_B","-0.170738310823934"
"C1_mean_pseudo_D","0.000716030323237092"
"C1_mean_bhat","-0.171454341147171"
"C1_G3_uncorrected","FAIL"
"C1_G3_corrected","PASS"
"C2_Var_pseudo_B","0.873785654858448"
"C2_Var_pseudo_D","0.873785654858448"
"C2_Var_null_matched","0.389160931240985"
"C3_thin_bins","1"
"C4_tw_mean_pre","0.0897566731583432"
"C4_uw_mean","0.24726509666428"
