"quantity","value"
"mean_theta_D",0.24726509666428
"SD_theta_D",1.56139374983352
"median_theta_D",0.194527558325083
"q10",-1.4575399717949
"q25",-0.52295731549415
"q75",1.00387366036308
"q90",2.01828992828462
"IQR",1.52683097585723
"skew_ratio",1.10392725279643
"P_theta_D_neg",0.421090387374462
"P_true_neg_A",0.420856365324757
"P_true_neg_C",0.412811601511785
"Q1_Q5_spread",0.913735219750728
"tw_mean_theta_D",0.0897566731583432
