"panel","year","threshold_name","threshold_value","n_exceed","thin_flag","ln_mu","ln_sigma","ln_status","gpd_xi","gpd_sigma","gpd_status","vuong_stat","vuong_p","winner"
"real",2001,"p97.5",1506.18437336045,666,"",4.99077216478811,2.17001366435861,"converged",0.33544951306395,7161.39724600338,"converged",8.36727355088533,5.89666972594914e-17,"LN"
"real",2001,"p99",4422.85081260585,267,"",7.04280921235637,1.70206647447584,"converged",0.259659114311021,13388.7984238421,"converged",3.68121246148919,0.000232127471021138,"LN"
"real",2002,"p90",150.755399163684,2737,"",3.40768499145256,2.60875576836273,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"real",2002,"p95",522.541866999998,1369,"",5.19292983103786,2.13064018667836,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"real",2002,"p97.5",1555.78861729308,685,"",5.14549468653561,2.15170497322105,"converged",0.338466489743985,7536.93688620731,"converged",8.54914639698164,1.24002152731673e-17,"LN"
"real",2002,"p99",4535.155966085,274,"",7.26390036135407,1.6709145260618,"converged",0.256513479658189,14206.4639039591,"converged",3.65695010505376,0.000255234038061435,"LN"
"real",2003,"p90",171.2659696,2804,"",3.72581186283118,2.5680487850799,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"real",2003,"p95",605.142215069935,1402,"",5.72910341675526,2.00418816443282,"converged",0.544116123996272,2918.75002459592,"converged",7.9393814966963,2.03191914035431e-15,"LN"
"real",2003,"p97.5",1890.55594954544,701,"",4.38529669782157,2.32768748724977,"converged",0.340112988531316,8379.68802892529,"converged",8.57631562285601,9.79605028496895e-18,"LN"
"real",2003,"p99",5137.6059537104,281,"",7.8436642124553,1.52932398193201,"converged",0.243353452787206,15851.0499943036,"converged",3.53388197108423,0.000409503902604676,"LN"
"real",2004,"p90",223.5803933,2877,"",4.24109354221596,2.53013246865268,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"real",2004,"p95",818.876895553847,1439,"",6.38881740439546,1.89278127046654,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"real",2004,"p97.5",2673.47139927922,720,"",5.1494189728806,2.2005508480031,"converged",0.32915413404541,10998.3595796802,"converged",8.28317360411807,1.19935384889834e-16,"LN"
"real",2004,"p99",7499.73866184935,288,"",7.50638567210703,1.66788481546047,"converged",0.235477098749226,20113.3576863621,"converged",3.46214521137734,0.00053588793714779,"LN"
"real",2005,"p90",250.395716561761,2929,"",4.69980166954089,2.40760267746613,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"real",2005,"p95",944.281754654631,1465,"",6.32982034356636,1.9218576967665,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
"real",2005,"p97.5",2883.91369969457,733,"",5.75467804804884,2.07717371668346,"converged",0.319685303609854,11956.2749207049,"converged",8.14506486803313,3.7907863489767e-16,"LN"
"real",2005,"p99",8458.99730713327,293,"",7.09744907865158,1.76480299924522,"converged",0.246738582678489,21488.7967298445,"converged",3.67027101841286,0.000242293435848851,"LN"
"real",2006,"p90",287.435058221144,2999,"",5.04010079808987,2.34665490283333,"converged",NA,NA,"failed:0",NA,NA,"no_comparison"
