"pair","theta_A","n_post_cells"
"CHL_ATF",0.638074248865635,5
"CHL_ATG",0.210508633644012,10
"CHL_AZE",0.732247309982299,4
"CHL_BFA",-0.412931323734156,6
"CHL_BHR",-1.08372390818276,24
"CHL_BHS",-0.580379878878302,21
"CHL_BIH",0.000294886766490973,11
"CHL_BLR",0.0125446834401465,15
"CHL_BLZ",-0.149452048797938,22
"CHL_BMU",-0.273992907570206,7
"CHL_BRB",0.0225123418629374,24
"CHL_BWA",-1.14228556667634,5
"CHL_CIV",-0.666817260054866,15
"CHL_COG",-0.432156332661162,10
"CHL_COK",-0.507805306102449,5
"CHL_CPV",-1.39652894236773,14
"CHL_DMA",-0.776772400740146,18
"CHL_DOM",-0.0807809459914389,8
"CHL_ETH",-0.674760833823809,4
"CHL_FJI",-0.239992410641888,22
"CHL_FRO",-1.49506381097622,5
"CHL_FSM",-0.656796119577219,9
"CHL_GAB",-0.00795302407446579,11
"CHL_GEO",-0.0519290211631425,6
"CHL_GNQ",-0.168955554011163,10
"CHL_GRD",-0.587244300084364,4
"CHL_GRL",0.207769975031965,7
"CHL_GUM",-0.452960853191295,8
"CHL_HTI",-0.418549695472906,14
"CHL_JAM",0.0422319126313364,10
"CHL_JOR",0.12252715753525,6
"CHL_KAZ",-0.0358809899778504,4
"CHL_KEN",-0.568589664485323,17
"CHL_KGZ",-0.854593899796092,7
"CHL_KHM",-0.862704255805139,11
"CHL_KIR",-0.647683202701667,15
"CHL_KNA",-0.168679978446942,10
"CHL_KWT",-0.35249494429668,9
"CHL_LAO",0.036699259919194,5
"CHL_LBN",0.0371247581475548,10
"CHL_LBR",-0.583357694538487,9
"CHL_LCA",0.0406849561406485,21
"CHL_MAC",-0.762572127845574,10
"CHL_MDA",0.041030441645934,8
"CHL_MDG",-0.728162414095729,12
"CHL_MDV",0.326702787830024,7
"CHL_MKD",0.0541572509215052,12
"CHL_MLI",-0.962454863641081,14
"CHL_MNE",-1.56742952030634,6
"CHL_MNG",-0.57263554904262,10
"CHL_MRT",0.0713412651531615,11
"CHL_MSR",-0.269141595327774,5
"CHL_MUS",-0.638553848798573,15
"CHL_MWI",-1.96530946213102,15
"CHL_MYT",0.251761366870045,4
"CHL_NAM",-0.520023079261998,7
"CHL_NCL",-1.08676548461805,8
"CHL_NER",-1.21884360511309,9
"CHL_NPL",-0.338361960204738,10
"CHL_OMN",-0.330479245961089,9
"CHL_PNG",-2.20682000607119,15
"CHL_PYF",-0.785128317126258,9
"CHL_QAT",-0.105779913777961,6
"CHL_RUS",-0.263530309594296,19
"CHL_RWA",-0.0303606969196752,4
"CHL_SAU",-0.0623168443952931,17
"CHL_SEN",-0.179684229317744,12
"CHL_SLE",-1.59254814289467,4
"CHL_SUR",-0.419053937384593,18
"CHL_SWZ",0.207936990348258,5
"CHL_SYC",-0.403985180972635,6
"CHL_SYR",-1.33813870998426,20
"CHL_TCA",0.330674144779173,6
"CHL_TGO",-0.742183309342917,11
"CHL_TON",-0.385016711497619,11
"CHL_TWN",-0.00559759372465422,24
"CHL_UGA",-0.936453924362563,6
"CHL_UKR",0.00629019720793262,15
"CHL_VCT",0.111657411963378,16
"CHL_VGB",-0.490715237014482,9
"CHL_VUT",-1.54741151219491,7
"CHL_YEM",-0.450294128449048,18
"CHL_ZAF",-0.0622795765197734,22
"CHL_ZMB",0.0682540405494367,8
"CHN_ABW",-0.05358621858935,19
"CHN_AFG",-0.168488087395445,15
"CHN_AGO",0.00845605662784523,10
"CHN_ALB",-0.112389218740984,21
"CHN_AND",-0.0698385431678807,22
"CHN_ANT",0.0979703067111797,12
"CHN_ARE",-0.0490857325348102,10
"CHN_ARG",-0.140780139005206,24
"CHN_ARM",0.0938429958737491,11
"CHN_ATG",-0.579473786256973,14
"CHN_AZE",-0.0268479503914431,15
"CHN_BDI",-0.134393022157493,16
"CHN_BEL",-0.173770460588646,12
"CHN_BEN",0.0214470335096893,19
"CHN_BGR",-0.214540053758678,26
"CHN_BHR",-0.25821084457534,24
"CHN_BHS",-1.05423571389992,7
"CHN_BIH",0.0456304822443232,8
"CHN_BLR",0.118136734202571,7
"CHN_BLZ",0.482184500511888,4
"CHN_BMU",-0.625049769257047,5
"CHN_BOL",0.066664688738798,10
"CHN_BRA",0.0456748179293672,5
"CHN_BRB",0.092676229843301,16
"CHN_BTN",-0.0519340104261093,10
"CHN_BWA",-0.824070299329906,4
"CHN_CAF",-0.191191665849722,24
"CHN_CAN",-0.0290645553110762,24
"CHN_CIV",-0.0766366751020783,15
"CHN_CMR",-0.2489669505019,24
"CHN_COD",0.0961363934815711,8
"CHN_COG",-0.0578686728508827,21
"CHN_COK",-0.00362795636319727,8
"CHN_COL",0.0459919918468188,9
"CHN_CPV",-0.168186908773178,18
"CHN_CUB",-0.098092502323065,11
"CHN_CYM",-1.18039254712258,22
"CHN_CZE",0.0429422240658508,12
"CHN_DEU",0.0210528882472771,4
"CHN_DMA",-0.111427844184952,11
"CHN_DNK",0.0246154754446441,20
"CHN_DOM",-0.247928493739205,21
"CHN_DZA",-0.339853914763052,24
"CHN_ECU",-0.555380075487527,26
"CHN_EGY",0.0431803970649604,10
"CHN_ERI",0.0221142507064253,15
"CHN_ESH",-0.595102369107455,13
"CHN_ESP",-0.00200102136985301,25
"CHN_EST",0.0162946990731882,14
"CHN_ETH",0.0470495788492215,8
"CHN_FIN",0.0244124277793232,16
"CHN_FRA",0.0156289669070256,13
"CHN_FSM",-0.15966127410138,20
"CHN_GAB",-0.640303166420898,22
"CHN_GHA",0.0337666447392225,17
"CHN_GIB",-1.02477122044518,22
"CHN_GIN",-0.256401559342712,17
"CHN_GMB",-0.250925696399977,21
"CHN_GNB",-0.154832840636579,11
"CHN_GNQ",0.173801766757065,10
"CHN_GRC",-0.014711274045909,23
"CHN_GRD",0.0264151679046627,16
"CHN_GRL",-0.177391759826508,17
"CHN_GTM",-0.0282103190412473,16
"CHN_GUY",-0.0027559438358687,20
"CHN_HND",0.199371736494026,7
"CHN_HRV",-0.0879219780866691,20
"CHN_HTI",-0.260454899418303,17
"CHN_HUN",-0.0547373360048168,24
"CHN_IRL",0.0103462410683117,17
"CHN_IRN",-0.186491194661779,20
"CHN_IRQ",-0.333245491003994,16
"CHN_ISR",-0.113822009975115,22
"CHN_ITA",-0.00116574712860431,17
"CHN_JAM",0.0317905496938783,13
"CHN_JOR",0.0524126886111649,4
"CHN_KAZ",-0.00898936696862794,14
"CHN_KEN",-0.489259640485834,26
"CHN_KGZ",-0.121805546447056,22
"CHN_KIR",-0.288871108578504,10
"CHN_KNA",0.0064677578751897,15
"CHN_LBN",-0.0179373513336342,8
"CHN_LBR",-0.0523788392559994,15
"CHN_LBY",0.11494063764789,13
"CHN_LCA",-0.0774740005804412,16
"CHN_LSO",-0.183119261300838,9
"CHN_LTU",0.0649944296722007,7
"CHN_LUX",-0.0590001566669459,7
"CHN_LVA",0.117289138810155,8
"CHN_MAR",-0.103842492834256,25
"CHN_MDG",0.00254234228484013,22
"CHN_MDV",-0.103541700831741,10
"CHN_MEX",0.00790663902355325,14
"CHN_MHL",0.027740755951055,8
"CHN_MKD",0.0838653672547841,13
"CHN_MLI",-0.187599077171311,19
"CHN_MLT",-0.0976274256564539,20
"CHN_MNG",-0.0779511417008604,25
"CHN_MOZ",-0.0265551138124794,17
"CHN_MRT",0.0500084452084723,21
"CHN_MSR",0.420596140099122,4
"CHN_MUS",0.0751411486359022,6
"CHN_MWI",-0.197488770550361,20
"CHN_MYT",-0.156471102874691,6
"CHN_NAM",-0.037707038313417,10
"CHN_NCL",-0.0359889104218608,15
"CHN_NER",-0.280477035706673,26
"CHN_NFK",-0.072279740990295,9
"CHN_NGA",-0.0444113060440462,17
"CHN_NIC",0.0383491739975674,16
"CHN_NLD",0.0209310976697966,15
"CHN_NOR",0.0144937987517906,13
"CHN_NPL",-0.0362700596079489,24
"CHN_NRU",-0.491818485514007,17
"CHN_OMN",-3.38088960342523e-05,12
"CHN_PAN",-0.199988963407775,16
"CHN_PLW",-0.482072991481207,18
"CHN_PNG",0.0102704378696671,17
"CHN_POL",-0.0838028252064768,22
"CHN_PRT",0.0459217698651572,14
"CHN_PRY",0.0664839090393794,15
"CHN_QAT",-0.378461447866596,23
"CHN_REU",-2.43219054442215,5
"CHN_ROU",-0.0769019915984229,19
"CHN_RUS",0.0339084834494203,12
"CHN_RWA",0.120171226720375,4
"CHN_SAU",0.0201157826150317,14
"CHN_SEN",0.00493416019231141,14
"CHN_SLB",-0.303710355124596,19
"CHN_SLE",-0.181956700569625,19
"CHN_SLV",0.168263194517209,8
"CHN_SOM",0.275656762947047,4
"CHN_SRB",-0.0258221602119817,9
"CHN_STP",-0.0714250033581129,13
"CHN_SUR",0.0451031978519067,20
"CHN_SVK",0.0702371098620526,11
"CHN_SVN",-0.0268691954674043,19
"CHN_SWE",-0.0678890165665254,20
"CHN_SWZ",0.116773510976372,8
"CHN_SYC",0.433487897732845,5
"CHN_SYR",0.176388769945631,13
"CHN_TCA",0.15154670996976,7
"CHN_TCD",0.0528144966960209,12
"CHN_TJK",-0.125696691530453,6
"CHN_TKM",-0.115787610153034,8
"CHN_TLS",0.135478070232267,8
"CHN_TON",-0.180051818241356,20
"CHN_TTO",-0.0885734211511155,9
"CHN_TUN",0.108587711906164,8
"CHN_TUV",0.0659694560792978,9
"CHN_TWN",-0.0602863768555535,25
"CHN_TZA",-0.103040608322731,20
"CHN_UGA",0.0413929770102961,10
"CHN_UKR",-0.0958896035928478,18
"CHN_URY",-0.0834156154663466,17
"CHN_USA",0.0120492384503418,20
"CHN_UZB",-0.0920907956958745,18
"CHN_VCT",-0.00141351381656881,6
"CHN_VEN",-0.602872735041389,24
"CHN_VGB",-0.221175240012535,15
"CHN_VUT",-0.333962818056914,17
"CHN_WLF",-0.758493517921055,5
"CHN_WSM",-0.202127679633394,20
"CHN_YEM",-0.0772166233429805,16
"CHN_ZAF",-0.0625855194872778,19
"CHN_ZMB",-0.0665930717702475,14
"CHN_ZWE",-0.0947803361966908,20
"CIV_AGO",-1.26202987949324,7
"CIV_ALB",-1.21125910448263,4
"CIV_ARE",-0.136219959076197,10
"CIV_ARG",-2.06350745682099,7
"CIV_ARM",-0.389719050013236,4
"CIV_AUS",0.0370896993512554,25
"CIV_AZE",0.576451992047911,4
"CIV_BDI",-0.523880377586041,15
"CIV_BGD",-0.256593752282442,10
"CIV_BHS",-1.89363652327082,8
"CIV_BIH",-0.0748071653120322,9
"CIV_BLR",-1.45846258631666,7
"CIV_BLZ",-1.12055891788111,6
"CIV_BOL",-6.16053754527876,6
"CIV_BRA",-0.179318235273258,24
"CIV_BRB",0.102899082097775,6
"CIV_CAF",-0.0708590207884249,13
"CIV_CAN",0.03216365241251,5
"CIV_CHE",-0.380477975383281,21
"CIV_CHL",-2.33880649969454,13
"CIV_CHN",-0.135615377735513,24
"CIV_CMR",-0.610167269217267,5
"CIV_COD",-2.74573062927382,5
"CIV_COG",-0.897930080675082,5
"CIV_COL",0.00284649199797023,6
"CIV_CRI",-1.18567429980217,4
"CIV_DOM",0.324153085732319,6
"CIV_DZA",0.164030338819572,21
"CIV_ECU",-2.02867739408462,5
"CIV_ETH",-0.542257508168183,13
"CIV_FRO",-1.85625140422444,6
"CIV_GAB",-1.09087492715879,9
"CIV_GIB",-1.61517196515129,7
"CIV_GNQ",-0.366663170113168,19
"CIV_HKG",-2.22716019118293,4
"CIV_HND",-2.64696100264951,6
"CIV_HTI",0.23137247831492,8
"CIV_IDN",0.0460651853095226,8
"CIV_IND",0.162634541681527,21
"CIV_IRN",-1.43252350729432,12
"CIV_ISR",-0.370196253861366,16
"CIV_JAM",-0.887440009691609,4
"CIV_JOR",-0.767302101736277,14
"CIV_JPN",-0.361892130054906,14
"CIV_KAZ",-0.608098539127987,12
"CIV_KEN",-0.213527883372464,4
"CIV_KOR",-1.0364926992947,20
"CIV_KWT",-0.522404115678073,17
"CIV_LBN",-0.568114203510162,7
"CIV_LBY",-1.76926396302174,11
"CIV_LKA",-0.175849166048013,4
"CIV_MAR",-0.525039664612251,13
"CIV_MDA",-1.51375446006197,4
"CIV_MDG",-0.467442094767589,16
"CIV_MEX",0.137523909192129,10
"CIV_MKD",-1.45445426485528,13
"CIV_MNE",-1.27750436133795,8
"CIV_MOZ",-1.1111842692444,9
"CIV_MUS",-0.303260175917136,19
"CIV_MWI",-1.92642541449814,15
"CIV_MYS",0.341387074527931,11
"CIV_MYT",-0.381814800226719,5
"CIV_NCL",-4.08480486249245,5
"CIV_NIC",-1.04104413890551,8
"CIV_NOR",0.168696895350275,8
"CIV_NZL",-0.519239180689879,17
"CIV_PAK",-0.309708335416415,8
"CIV_PAN",-4.86090937113021,5
"CIV_PER",0.339350085725081,5
"CIV_PHL",-2.48716680996895,6
"CIV_PYF",-0.91978657997864,8
"CIV_QAT",-0.1430854496936,4
"CIV_RUS",-0.189895363495733,11
"CIV_RWA",-0.237698855014459,18
"CIV_SAU",-0.303103276641717,22
"CIV_SDN",-0.88574919960207,8
"CIV_SGP",-0.458100610693474,7
"CIV_SLV",-4.39240743462841,7
"CIV_SRB",0.0963903034105644,8
"CIV_SWZ",0.235131442196319,4
"CIV_SYC",-1.1592047446063,10
"CIV_SYR",-0.749238409462045,10
"CIV_TCD",-0.175666745394324,10
"CIV_THA",-0.944120255083842,18
"CIV_TTO",-4.79040890457871,12
"CIV_TUN",-0.263308293541321,22
"CIV_TUR",0.251029149541293,5
"CIV_TWN",-2.20523019081197,10
"CIV_TZA",-1.7739916895485,10
"CIV_UGA",0.0205856294237148,7
"CIV_UKR",-0.110669828432151,11
"CIV_USA",0.0713167528099248,12
"CIV_VCT",-0.829851566896681,9
"CIV_VUT",-0.965358997982106,7
"CIV_ZAF",-1.50800386185167,4
"CIV_ZMB",-0.392750427382469,11
"CIV_ZWE",-0.673307120377087,16
"CMR_AGO",-1.74217506245792,8
"CMR_ALB",0.0468383464084702,6
"CMR_ARE",-0.719609056952523,12
"CMR_ARM",-0.172197562192392,6
"CMR_ATG",-0.697223884185991,6
"CMR_AUS",-0.185482388753211,12
"CMR_AZE",0.455358431915137,4
"CMR_BDI",-0.719197868200836,9
"CMR_BFA",-0.472574634616762,15
"CMR_BLR",-1.41611952904296,10
"CMR_BRB",-0.0435935405820791,7
"CMR_BWA",-2.09976325483168,8
"CMR_CAN",-0.420543359221878,18
"CMR_CHN",-0.0577165726400872,21
"CMR_CIV",-0.898826972787783,9
"CMR_COD",-1.29975339502555,16
"CMR_COM",-1.53288900895286,6
"CMR_CRI",-2.16470296440539,10
"CMR_DOM",-0.0555250346000223,9
"CMR_ETH",-0.453810617799582,9
"CMR_FJI",-0.711989154800478,9
"CMR_FRO",0.0925107060497691,5
"CMR_GMB",-2.28543597417893,12
"CMR_GRD",-0.974885467113957,8
"CMR_HKG",-1.45465169790339,8
"CMR_ISL",-0.810210093280567,15
"CMR_ISR",-1.47333260303116,18
"CMR_JOR",0.0908265487278665,10
"CMR_JPN",-0.752680470710804,8
"CMR_KEN",-1.40843764199564,4
"CMR_KWT",-0.114533150468667,12
"CMR_LBN",-0.0790661123430917,17
"CMR_LBR",-1.97150427987462,6
"CMR_MDG",-1.02522591814277,11
"CMR_MKD",-0.618920330316757,11
"CMR_MLI",-0.26344899513331,19
"CMR_MNE",-1.85979160700423,5
"CMR_MRT",-0.421782367785991,8
"CMR_MUS",-0.678828174862299,10
"CMR_MWI",-3.5794552035481,6
"CMR_NAM",-3.13629569016318,11
"CMR_NCL",-0.610148301166486,7
"CMR_NOR",-2.61676094908374,14
"CMR_NPL",-1.36184071557767,4
"CMR_NZL",0.0753155117190791,11
"CMR_OMN",0.0754656328290114,4
"CMR_PYF",-0.244207802104329,14
"CMR_QAT",0.378732260689235,5
"CMR_RUS",-0.125106637898526,6
"CMR_RWA",-2.50379898920257,4
"CMR_SAU",-0.0361247423368152,6
"CMR_SEN",-0.0785302083047007,10
"CMR_SLE",-4.31886142489458,9
"CMR_SRB",-0.62956795505537,8
"CMR_STP",-1.58191434138288,8
"CMR_SYR",-1.07186556273373,7
"CMR_TGO",-0.743673200888022,17
"CMR_TUR",0.052941280469002,5
"CMR_TWN",-0.937227135940956,23
"CMR_UGA",-0.562380611752077,9
"CMR_UKR",-1.18744797697611,11
"CMR_USA",0.0822831078970469,18
"CMR_VCT",0.27026128112005,5
"CMR_YEM",-0.933686098049856,5
"CMR_ZAF",-1.12361785669812,11
"CMR_ZMB",-0.597577459676269,6
"COD_AUS",-1.3045210916543,9
"COD_AUT",-1.95867235282939,12
"COD_BEL",-1.06126208429719,7
"COD_BEN",-0.450252833520685,6
"COD_BFA",-2.23903796187217,6
"COD_BOL",-2.04270591610713,4
"COD_BWA",-0.727660268645642,4
"COD_CAF",-1.92341153466784,11
"COD_CAN",-0.34977953271418,8
"COD_CHE",0.740257460510161,4
"COD_CHN",0.0254759799669392,15
"COD_CIV",-3.00623319142637,9
"COD_CMR",-1.96938932987391,4
"COD_COG",-0.883870805112799,4
"COD_CRI",-0.936427701101336,5
"COD_CYP",-0.305347539704692,18
"COD_CZE",-0.498992021387642,13
"COD_DEU",-0.224678499014432,8
"COD_DNK",-1.96447865846314,10
"COD_DOM",-1.50522148408429,7
"COD_DZA",-1.2347641171239,16
"COD_ESP",-1.10328366611952,22
"COD_FIN",-0.644696664382963,15
"COD_FRA",-0.953303356261533,10
"COD_GBR",-1.3470482932176,6
"COD_GRC",-0.676130722976303,14
"COD_GTM",-3.97028516262991,6
"COD_HKG",-0.6581870412658,11
"COD_HRV",-2.37932363663206,13
"COD_HUN",-5.21176152849904,12
"COD_IND",-0.898227870462475,26
"COD_IRL",-0.817610970137647,8
"COD_ITA",-0.833685024182616,20
"COD_JPN",-2.78308143735754,11
"COD_KOR",-0.359894683366706,13
"COD_LUX",0.645834271579335,5
"COD_MAR",-0.433384358371995,12
"COD_MEX",-2.13658438877826,10
"COD_MYS",-1.56169796970887,18
"COD_NER",-1.61829257582251,8
"COD_NLD",-0.529811629173458,22
"COD_NOR",-4.66060694356175,19
"COD_NZL",-0.0107931416495876,4
"COD_PAK",-1.15502247269083,9
"COD_POL",-1.35385558579713,10
"COD_PRT",-0.741292719495653,13
"COD_ROU",-0.485266220718377,21
"COD_RUS",-1.28221213197858,12
"COD_SAU",0.238742545153855,6
"COD_SGP",-2.84601557775925,7
"COD_SRB",-1.73230787435483,5
"COD_SVK",-3.34132233364031,6
"COD_SVN",-1.03891662207419,8
"COD_SWE",-0.670605043645325,11
"COD_TGO",-2.23036526176608,17
"COD_THA",-5.00551281143537,14
"COD_TTO",-1.94319516917501,8
"COD_TUR",-2.10875513445773,25
"COD_TWN",0.275424783516247,8
"COD_USA",-1.41343894953322,9
"COD_VCT",-1.79404509307676,4
"COD_ZAF",-0.195271456949824,10
"COG_AGO",-0.496680007627536,5
"COG_ARG",-2.65818748916242,12
"COG_AUS",0.0356911959758318,6
"COG_AUT",-2.74689623614184,16
"COG_AZE",-1.14365280733824,6
"COG_BDI",-1.3755537001236,11
"COG_BEL",0.267934193697145,10
"COG_BEN",-1.82687717956703,7
"COG_BFA",-3.00888905527761,5
"COG_BGR",-2.52262511222648,8
"COG_BIH",-1.81245859617487,5
"COG_BRA",-2.66884712377609,13
"COG_CAN",-0.79250681643891,7
"COG_CHE",-1.42150393568252,25
"COG_CHL",-5.90465304168488,7
"COG_CHN",0.00168794249064053,8
"COG_CIV",-1.28206106722609,6
"COG_COD",-0.71100690821879,4
"COG_COL",-3.75404626692953,11
"COG_CZE",-0.21346840991406,19
"COG_DEU",-0.954203232672502,8
"COG_DNK",-0.852012669687422,25
"COG_DZA",-0.366533407085036,4
"COG_ECU",-4.1837966243929,4
"COG_EGY",-0.581577488472726,5
"COG_ESP",-0.762998668674681,20
"COG_EST",-0.125373210413528,4
"COG_ETH",-1.41999133804423,4
"COG_FRA",-0.427524797299273,22
"COG_GBR",-0.365556350243667,15
"COG_GHA",-1.59728407397336,7
"COG_GRC",-0.0437675381939308,10
"COG_HKG",-0.255824488055559,16
"COG_HRV",-1.16010912185445,6
"COG_HUN",-3.41335986113925,16
"COG_IDN",-2.25607907836957,15
"COG_IRL",-1.00147604993024,19
"COG_ISR",-1.84836319084123,7
"COG_ITA",0.676469563176846,7
"COG_JOR",-0.59623399755057,4
"COG_JPN",-1.68035621311523,14
"COG_KAZ",0.16294146060716,4
"COG_KEN",-0.345014082790341,5
"COG_KOR",-1.76874873717641,12
"COG_KWT",0.0820459255228773,8
"COG_LBN",-0.549230219013103,17
"COG_LTU",-2.07848283152003,11
"COG_LUX",-1.17832011615907,4
"COG_MAR",-0.249464901214699,12
"COG_MKD",-3.05929548767594,4
"COG_MUS",-0.037708098425284,7
"COG_NAM",-0.709760217801725,11
"COG_NER",-1.55400060648289,10
"COG_NGA",-0.189175144555634,4
"COG_NLD",-0.54523639972329,9
"COG_NOR",-0.295775053802978,5
"COG_NZL",-1.5780792709644,8
"COG_OMN",-0.15036727809144,7
"COG_PAK",0.194605812325536,7
"COG_PER",-3.22063487761919,4
"COG_POL",-1.11595726453686,4
"COG_PRT",-0.344399548827478,17
"COG_PSE",-1.20695778328278,5
"COG_ROU",-0.935255452526282,10
"COG_RUS",-0.220370119627242,14
"COG_RWA",-1.68023270243608,8
"COG_SAU",-1.57721626577149,6
"COG_SEN",-1.14020562749182,12
"COG_SGP",-0.630986452958809,5
"COG_SRB",-1.73474137926897,9
"COG_SVN",-1.11703664270538,15
"COG_TGO",-3.45232947313061,19
"COG_THA",0.486215362900597,7
"COG_TTO",-3.22940425274708,8
"COG_TUN",-0.0896385166150668,18
"COG_TUR",-0.495852009876189,12
"COG_TWN",-1.89501417959279,12
"COG_TZA",-1.28858782603861,9
"COG_UGA",-1.51266634758053,11
"COG_UKR",-0.69403648571057,9
"COG_USA",-1.55940831937599,4
"COG_VEN",-3.43569777879748,4
"COG_VNM",-0.297535033091658,9
"COG_ZAF",-1.09696276983765,10
"COG_ZMB",-2.65738844465041,6
"COG_ZWE",-0.529542880392992,7
"COK_BEL",-2.15896962573402,6
"COK_CAN",-0.315637737571967,16
"COK_CHE",-2.98335147228947,8
"COK_CHN",-0.483444804022109,12
"COK_CZE",-0.397464435495274,4
"COK_DEU",-1.09504475356119,23
"COK_DNK",-1.4708543819813,17
"COK_ESP",-3.72848753918854,4
"COK_FRA",0.132984794597194,4
"COK_GBR",-0.863160349606548,18
"COK_IDN",-1.72637555118996,8
"COK_IRL",-3.25815039130785,4
"COK_JPN",-0.0505323690527174,19
"COK_KOR",-0.0982323899431136,5
"COK_LUX",-0.660685919523125,5
"COK_MEX",-3.72562614310912,5
"COK_MUS",-0.934176015278903,8
"COK_NLD",-2.54501192285883,4
"COK_NOR",-4.33281639754658,8
"COK_THA",-0.835438845996859,13
"COK_USA",-0.162390557380746,21
"COK_ZAF",-1.79560691130159,12
"COL_ABW",-0.977757899690101,21
"COL_AGO",-0.82936819278076,6
"COL_AIA",-1.84467951143357,7
"COL_ALB",-0.0973392837903679,5
"COL_AND",-1.13052641955227,19
"COL_ANT",-0.202882728239814,5
"COL_ARE",0.24905220624062,5
"COL_ARM",-1.08123024974645,6
"COL_ATG",0.15704386561983,18
"COL_AZE",-0.657095644242615,10
"COL_BFA",-3.17420535961696,10
"COL_BHR",0.0205260002267413,13
"COL_BHS",-0.84154852668125,21
"COL_BIH",-0.151887653344993,9
"COL_BLR",-0.10169069053362,15
"COL_BLZ",0.0701100406609751,19
"COL_BMU",-0.454821216866185,16
"COL_BRB",-1.08820534244642,7
"COL_BRN",-0.880645889203597,6
"COL_CHN",-0.0280534183493224,4
"COL_CIV",-1.14003871149417,19
"COL_COG",-0.882171025506988,4
"COL_CPV",-0.388892342882824,4
"COL_CYM",-2.99288232161605,19
"COL_DMA",-0.246176811552389,23
"COL_DOM",-0.00714509060507878,13
"COL_ETH",-0.394233432954761,9
"COL_FRO",-1.42210901921054,6
"COL_GAB",-1.40297198725763,19
"COL_GEO",-0.839479017441607,14
"COL_GLP",1.0871483058084,6
"COL_GMB",-1.7321255145585,11
"COL_GRD",-0.284046639141903,12
"COL_GRL",-4.23321723136974,7
"COL_HKG",-0.295046470797459,15
"COL_HTI",-0.614837930781885,5
"COL_ISR",-0.624382980716266,8
"COL_JAM",0.0036901868028733,7
"COL_JOR",-0.096118030247283,11
"COL_JPN",-0.0323225634364253,23
"COL_KAZ",0.108341626673651,6
"COL_KEN",-0.311908562192649,20
"COL_KGZ",-0.766847251862051,9
"COL_KHM",-0.220616739535349,7
"COL_KNA",-0.664306815651143,8
"COL_KWT",-0.00562046946779245,6
"COL_LBN",-0.519062515016391,24
"COL_LBR",-0.633583536731756,11
"COL_LCA",-1.01229151242187,12
"COL_MAC",-0.0171325949632107,4
"COL_MDG",-0.360633023764699,5
"COL_MKD",-0.196980439143358,7
"COL_MLI",-1.23211878266896,10
"COL_MRT",-3.28899806663502,7
"COL_MTQ",1.18627719421558,6
"COL_MUS",-0.812078159232725,5
"COL_NCL",-0.350524858188103,15
"COL_NER",-0.614256024774608,9
"COL_NZL",-0.104128915048086,7
"COL_OMN",-0.840926207076337,12
"COL_PLW",-2.22201650236749,5
"COL_PRI",-0.00077155416069874,4
"COL_PYF",0.0533826270587216,22
"COL_QAT",-0.216061162877046,14
"COL_RUS",-0.393453702857916,6
"COL_RWA",-0.461051648424129,17
"COL_SAU",-0.0341282317443909,26
"COL_SEN",-0.443516986142739,15
"COL_SRB",-0.163176585577889,5
"COL_SUR",-0.229816292569144,9
"COL_SWZ",-6.06810775000294,4
"COL_SYR",-1.18778953923359,5
"COL_TCA",-1.05428145962231,18
"COL_TGO",-3.61633449386826,22
"COL_TUR",0.124707113430654,7
"COL_TWN",-0.213427367837809,13
"COL_UGA",-0.679518181842686,9
"COL_UKR",-0.0849771870583148,13
"COL_VCT",0.1045932448069,16
"COL_VGB",-2.35181322152308,16
"COL_YEM",-0.621879224694949,9
"COL_ZAF",-0.661762130037594,6
"COL_ZMB",-0.297476758797996,7
"COM_ARE",0.147573489816461,7
"COM_ARG",-0.101553459404432,6
"COM_AUS",-0.745375650829593,19
"COM_AUT",-2.51932370504229,18
"COM_BEL",-2.82401704280332,6
"COM_BHR",-0.618856169321571,4
"COM_BRA",-0.150483835347338,8
"COM_CAN",-0.606783275458092,13
"COM_CHE",-0.849252919959424,15
"COM_CHN",0.00738954166735539,4
"COM_CRI",-2.29284359645616,8
"COM_CZE",-0.124013736041168,11
"COM_DEU",-0.135333514226212,20
"COM_ESP",0.541267093737641,8
"COM_FRA",-0.0237024259477798,24
"COM_GBR",-1.70869740516533,6
"COM_GRC",-0.577199727714358,4
"COM_HRV",-0.456778676105119,9
"COM_IDN",-0.0125912695475938,4
"COM_IND",0.0186160342393898,10
"COM_IRL",-2.13285250390116,8
"COM_ITA",-1.25542901303372,4
"COM_JPN",-1.54776193309523,6
"COM_MEX",-2.00913994468036,15
"COM_MYT",-0.395190724810724,7
"COM_NLD",-0.0640060172296033,16
"COM_NOR",0.0791939355829707,9
"COM_RUS",0.174045773337309,10
"COM_SGP",-0.107297967935041,14
"COM_TUR",-0.865924055993225,4
"COM_USA",-1.0125619865584,8
"CPV_AGO",-1.43862165920482,5
"CPV_ARE",-0.25242133391339,4
"CPV_AUS",-0.835853404375314,4
"CPV_AUT",-1.32464435368117,9
"CPV_BEL",-3.51296998864975,5
"CPV_BRA",-0.55060244143993,18
"CPV_CAN",-0.922295768374923,16
"CPV_CHE",-1.90662048325518,12
"CPV_CHL",0.25788978771126,5
"CPV_CHN",-1.21777555681478,5
"CPV_CZE",-1.51541532722844,5
"CPV_DEU",-1.26847219810757,22
"CPV_DNK",-2.36815607431339,8
"CPV_DOM",-2.46086348672893,8
"CPV_ETH",-0.612574115732061,4
