"pair","theta_A","n_post_cells","qualifies"
"CHL_LUX",0.924113453102083,15,TRUE
"CHL_LVA",-0.844213437356327,14,TRUE
"CHL_MAR",-0.395680790518013,21,TRUE
"CHL_MLT",-0.239062515899161,14,TRUE
"CHL_NLD",-0.0364650545455205,15,TRUE
"CHL_NOR",-0.265139608260154,14,TRUE
"CHL_NZL",0.16702063460464,12,TRUE
"CHL_PAN",0.814539322526599,10,TRUE
"CHL_POL",0.349841594158202,14,TRUE
"CHL_PRT",-0.585988103797508,15,TRUE
"CHL_SLV",0.660305651599718,16,TRUE
"CHL_SVK",-0.580197101308767,14,TRUE
"CHL_SVN",0.136183720218228,14,TRUE
"CHL_SWE",-0.200488472579987,15,TRUE
"CHL_USA",0.27870150800229,14,TRUE
"CHN_AUS",0.14813909868618,3,FALSE
"CHN_BGD",-0.0503881063366008,16,TRUE
"CHN_BRN",1.12109353058885,13,TRUE
"CHN_CHE",-0.0599938049668305,4,TRUE
"CHN_CHL",1.55430383255078,12,TRUE
"CHN_CRI",0.878445617113875,7,TRUE
"CHN_HKG",-0.847691019475507,15,TRUE
"CHN_IDN",0.549109437635246,13,TRUE
"CHN_IND",0.754394422262489,16,TRUE
"CHN_ISL",0.216130125494778,4,TRUE
"CHN_KHM",0.663256515385072,13,TRUE
"CHN_KOR",0.074928626162139,16,TRUE
"CHN_LAO",0.559994096495908,16,TRUE
"CHN_LKA",0.276418047270416,16,TRUE
"CHN_MAC",-1.04243038668442,15,TRUE
"CHN_MMR",0.0707907911234621,13,TRUE
"CHN_MYS",0.465720492285114,13,TRUE
"CHN_NZL",0.0743561638810437,10,TRUE
"CHN_PAK",0.27656952328192,11,TRUE
"CHN_PER",0.684187612033318,8,TRUE
"CHN_PHL",0.506251716807521,13,TRUE
"CHN_SGP",-0.116826972486346,13,TRUE
"CHN_THA",0.387072013628281,13,TRUE
"CHN_VNM",0.340599595308087,13,TRUE
"CMR_AUT",-1.62631860227085,4,TRUE
"CMR_BEL",0.588379953339279,4,TRUE
"CMR_BGR",0.249246709801928,4,TRUE
"CMR_BRA",-2.25017771080967,26,TRUE
"CMR_CAF",1.05021230263503,18,TRUE
"CMR_COG",0.90411230555933,19,TRUE
"CMR_COL",-1.59655082983097,21,TRUE
"CMR_CYP",1.23272272872787,4,TRUE
"CMR_CZE",0.52404387438375,4,TRUE
"CMR_DEU",-0.694440315969724,4,TRUE
"CMR_DNK",-1.26473151400285,4,TRUE
"CMR_DZA",-1.12025685115083,25,TRUE
"CMR_ESP",-0.875906750297494,4,TRUE
"CMR_EST",0.893645400379485,4,TRUE
"CMR_FIN",-0.159605156514657,4,TRUE
"CMR_FRA",-0.395219225609561,4,TRUE
"CMR_GAB",1.00396059176247,18,TRUE
"CMR_GBR",-0.900308695577744,4,TRUE
"CMR_GIN",-0.862897755226624,20,TRUE
"CMR_GNQ",-1.36508562951471,18,TRUE
"CMR_GRC",-1.17472567149542,4,TRUE
"CMR_HRV",-0.516000237600943,4,TRUE
"CMR_HUN",-1.21395789786483,4,TRUE
"CMR_IND",3.31094273129386,26,TRUE
"CMR_IRL",-0.399049974641259,4,TRUE
"CMR_ITA",-0.188402713347811,4,TRUE
"CMR_KOR",-1.38578329468437,26,TRUE
"CMR_LTU",-4.72520316207955,4,TRUE
"CMR_LUX",0.546939999555686,4,TRUE
"CMR_MAR",-1.5487378177637,21,TRUE
"CMR_MLT",1.3463742810621,4,TRUE
"CMR_NGA",-0.196397744202488,23,TRUE
"CMR_NLD",0.0675996748886931,4,TRUE
"CMR_POL",-1.81795392340191,4,TRUE
"CMR_PRT",-0.342717260914178,4,TRUE
"CMR_SGP",-0.283861488251678,26,TRUE
"CMR_SVK",0.827789767024595,4,TRUE
"CMR_SVN",-0.796757093529623,4,TRUE
"CMR_SWE",-2.04352940704714,4,TRUE
"CMR_TCD",0.861423629119826,18,TRUE
"CMR_THA",1.86746748503966,26,TRUE
"CMR_TUN",-0.823582093423119,26,TRUE
"CMR_VEN",-2.17849244386796,14,TRUE
"COD_EGY",-0.183436511437545,15,TRUE
"COD_KEN",0.533092789960682,19,TRUE
"COD_SYC",-1.88943479182323,7,TRUE
"COG_CAF",-2.60859497228954,19,TRUE
"COG_CMR",2.7157861533831,19,TRUE
"COG_GAB",2.81797252567126,18,TRUE
"COL_AUT",-2.81820115892562,5,TRUE
"COL_BEL",-0.737115129445618,5,TRUE
"COL_BGD",-1.84402154082268,21,TRUE
"COL_BGR",-1.18574446656184,5,TRUE
"COL_CAN",-0.736227785398639,7,TRUE
"COL_CHE",-1.12136640960921,7,TRUE
"COL_CMR",0.789993149233811,21,TRUE
"COL_CUB",-0.432115733935235,21,TRUE
"COL_CYP",-4.16215435344612,5,TRUE
"COL_CZE",-2.58371811357312,5,TRUE
"COL_DEU",-1.07071286469376,5,TRUE
"COL_DNK",-2.58151874249301,5,TRUE
"COL_DZA",-1.81535259350806,21,TRUE
"COL_EGY",0.688294436087129,21,TRUE
"COL_ESP",-0.265814813032948,5,TRUE
"COL_EST",-1.07350264419842,5,TRUE
"COL_FIN",-1.22962250907767,5,TRUE
"COL_FRA",-0.993902807714903,5,TRUE
"COL_GBR",-1.17737817028069,5,TRUE
"COL_GHA",-0.16830843255594,21,TRUE
"COL_GIN",0.395956683897623,21,TRUE
"COL_GRC",-0.423126297595687,5,TRUE
"COL_GTM",-0.0238634065861068,9,TRUE
"COL_GUY",1.75567481980876,21,TRUE
"COL_HND",-0.465814463041258,8,TRUE
"COL_HRV",-1.28834586118971,5,TRUE
"COL_HUN",-3.2216193519025,5,TRUE
"COL_IDN",0.284782768086736,21,TRUE
"COL_IND",-0.517514744469929,21,TRUE
"COL_IRL",0.349689558094321,5,TRUE
"COL_IRN",-1.8501810015314,20,TRUE
"COL_ISL",-1.37146078298873,7,TRUE
"COL_ITA",-0.542068819506002,5,TRUE
"COL_KOR",0.302121338332376,21,TRUE
"COL_LBY",-1.17024931437796,17,TRUE
"COL_LKA",-2.0010606726572,21,TRUE
"COL_LTU",-2.04915113740451,5,TRUE
"COL_LUX",-3.13805458605651,5,TRUE
"COL_LVA",-2.07334287438517,5,TRUE
"COL_MAR",-0.720078315068295,21,TRUE
"COL_MLT",0.179564278525258,5,TRUE
"COL_MMR",-0.822417598965962,15,TRUE
"COL_MYS",0.603174330085516,21,TRUE
"COL_NGA",-0.0559800263139738,21,TRUE
"COL_NIC",-0.961986330733827,21,TRUE
"COL_NLD",-0.643282061846935,5,TRUE
"COL_NOR",-1.2041536592442,7,TRUE
"COL_PAK",1.64563677232268,21,TRUE
"COL_PAN",0.777535464574692,6,TRUE
"COL_PHL",1.1472125204384,21,TRUE
"COL_POL",-0.870294965628884,5,TRUE
"COL_PRK",-1.9086086312632,16,TRUE
"COL_PRT",-0.332679449895396,5,TRUE
"COL_SDN",-2.08352087338107,20,TRUE
"COL_SGP",1.52153033999754,21,TRUE
"COL_SLV",-0.642693182272084,8,TRUE
"COL_SVK",-0.633355016592322,5,TRUE
"COL_SVN",-0.520217698831,5,TRUE
"COL_SWE",-1.75077950138505,5,TRUE
"COL_THA",-0.358904729806943,21,TRUE
"COL_TTO",1.14260386436167,21,TRUE
"COL_TUN",0.456493652617733,21,TRUE
"COL_USA",-0.56728742164872,6,TRUE
"COL_ZWE",-1.37694702345725,16,TRUE
"COM_EGY",0.919584373732229,8,TRUE
"CRI_AUT",-0.512549852875539,5,TRUE
"CRI_BEL",0.902851930326547,5,TRUE
"CRI_BGR",-1.7297105169514,5,TRUE
"CRI_CAN",-0.142654804760728,16,TRUE
"CRI_CHE",-0.179052509782923,4,TRUE
"CRI_CHL",-0.00374794167256901,16,TRUE
"CRI_CHN",-0.970470883642728,7,TRUE
"CRI_CYP",-0.793832689779506,5,TRUE
"CRI_CZE",-0.514444461821313,5,TRUE
"CRI_DEU",0.0767133400255132,5,TRUE
"CRI_DNK",-0.859775574236269,5,TRUE
"CRI_DOM",1.14400684862541,16,TRUE
"CRI_ESP",1.08341295859594,5,TRUE
"CRI_EST",-0.110638256774346,5,TRUE
"CRI_FIN",0.650954090476214,5,TRUE
"CRI_FRA",0.435566052576524,5,TRUE
"CRI_GBR",-0.567404478185345,5,TRUE
"CRI_GRC",1.55542118578796,5,TRUE
"CRI_HRV",-0.594978098418813,5,TRUE
"CRI_HUN",-1.7094705635157,5,TRUE
"CRI_IRL",0.455052308967174,5,TRUE
"CRI_ISL",-0.0712885156208179,4,TRUE
"CRI_ITA",0.662631214300859,5,TRUE
"CRI_LTU",2.22140359515205,5,TRUE
"CRI_LUX",0.0879118500302423,5,TRUE
"CRI_LVA",0.952524462260588,5,TRUE
"CRI_MEX",0.609371907408855,23,TRUE
"CRI_MLT",0.437138163535545,5,TRUE
"CRI_NLD",-0.456061211899795,5,TRUE
"CRI_NOR",0.325111112841278,4,TRUE
"CRI_PAN",0.242069591546729,10,TRUE
"CRI_PER",0.301765406946995,5,TRUE
"CRI_POL",0.106515997405047,5,TRUE
"CRI_PRT",0.173042335404293,5,TRUE
"CRI_ROU",-1.00057094907006,5,TRUE
"CRI_SGP",-0.826851008612315,5,TRUE
"CRI_SVK",-0.594056474439723,5,TRUE
"CRI_SVN",0.947598342894495,5,TRUE
"CRI_SWE",-0.95444827863658,5,TRUE
"CRI_USA",0.159630747320501,9,TRUE
"CUB_COL",-0.13117964653218,21,TRUE
"CUB_MAR",1.50365412836247,21,TRUE
"CUB_PAN",-0.562103750995683,4,TRUE
"CUB_PRY",2.55202164338506,19,TRUE
"CUB_SLV",-0.0377383497904515,6,TRUE
"CUB_URY",-0.642690291432249,19,TRUE
"CUB_VEN",2.71802076158097,15,TRUE
"CYM_BGR",-3.80202952795062,7,TRUE
"CYM_CZE",-2.8909692984983,13,TRUE
"CYM_HUN",-4.84980472291587,13,TRUE
"CYM_POL",-3.49900445740548,13,TRUE
"CYM_SVK",-7.40557880271684,9,TRUE
"CYM_SVN",-1.83980711253172,8,TRUE
"CYP_ABW",-0.903647125579375,10,TRUE
"CYP_ALB",-1.98043057108627,12,TRUE
"CYP_AND",-2.9692730828861,13,TRUE
"CYP_ANT",0.0544659125963161,5,TRUE
"CYP_ATG",1.96674208503123,10,TRUE
"CYP_AUT",-0.221223907929002,23,TRUE
"CYP_BGR",-0.582813825850774,14,TRUE
"CYP_BHS",-0.216577292805713,10,TRUE
"CYP_BIH",-1.58619663794247,10,TRUE
"CYP_BLZ",0.851178112725304,10,TRUE
"CYP_BMU",-5.10092865084675,5,TRUE
"CYP_BRB",-0.185682238896681,10,TRUE
"CYP_CHE",0.166687569787864,14,TRUE
"CYP_CHL",1.12090610799532,14,TRUE
"CYP_CMR",-2.40808739450052,4,TRUE
"CYP_COL",-4.31521189364888,5,TRUE
"CYP_CRI",-2.43047142019243,5,TRUE
"CYP_CZE",0.257568054773384,14,TRUE
"CYP_DMA",-0.61793818089252,10,TRUE
"CYP_DOM",-2.28582848782402,10,TRUE
"CYP_DZA",-0.302513547675713,14,TRUE
"CYP_EGY",-0.666254793071231,14,TRUE
"CYP_EST",2.49635529977135,14,TRUE
"CYP_FIN",0.172145910635261,23,TRUE
"CYP_FJI",-3.29599649762144,9,TRUE
"CYP_FLK",-5.90348777096709,3,FALSE
"CYP_FRO",-2.77509458076205,6,TRUE
"CYP_GEO",-0.445754092081742,4,TRUE
"CYP_GRD",-1.07047580931572,9,TRUE
"CYP_GRL",-5.82330877849065,12,TRUE
"CYP_GTM",-0.0671817680787199,5,TRUE
"CYP_GUY",-2.38290999276689,10,TRUE
"CYP_HND",0.909949367278273,5,TRUE
"CYP_HRV",-1.85633433265452,14,TRUE
"CYP_HUN",1.38087924791015,14,TRUE
"CYP_ISL",-0.0811515440595575,14,TRUE
"CYP_ISR",-0.251939358166056,14,TRUE
"CYP_JAM",-1.80180960633645,10,TRUE
"CYP_JOR",-1.80901050852426,14,TRUE
"CYP_KNA",3.18656784093012,10,TRUE
"CYP_KOR",1.20371988616817,7,TRUE
"CYP_LBN",-2.40708392612644,14,TRUE
"CYP_LCA",-2.01892136776709,8,TRUE
"CYP_LTU",-0.658560154001583,14,TRUE
"CYP_LVA",1.96407613180346,14,TRUE
"CYP_MAR",-2.48024067566539,14,TRUE
"CYP_MDA",-0.781632226160724,4,TRUE
"CYP_MDG",-0.471905463142858,6,TRUE
"CYP_MEX",-2.79248564942024,14,TRUE
"CYP_MKD",-2.96498343462175,14,TRUE
"CYP_MLT",1.15776310116436,14,TRUE
"CYP_MSR",-5.83388718380507,3,FALSE
"CYP_MUS",0.0524168146022805,6,TRUE
"CYP_NCL",-1.73327542078478,14,TRUE
"CYP_NIC",-2.80029817786599,5,TRUE
"CYP_NOR",0.100405814776427,14,TRUE
"CYP_PAN",1.61076571392742,5,TRUE
"CYP_PER",-1.36132193222552,5,TRUE
"CYP_PNG",-1.07318878584446,7,TRUE
"CYP_POL",0.396966711395441,14,TRUE
"CYP_PSE",-1.22660156123863,14,TRUE
"CYP_PYF",0.911674467752449,14,TRUE
"CYP_ROU",1.03888228367966,14,TRUE
"CYP_SLV",-4.26052481669898,5,TRUE
"CYP_SRB",-0.405618829931984,8,TRUE
"CYP_SUR",-2.77074713551192,9,TRUE
"CYP_SVK",0.895465153346275,14,TRUE
"CYP_SVN",-0.970171732853485,14,TRUE
"CYP_SWE",0.737763086989157,23,TRUE
"CYP_SYC",1.18140887216581,6,TRUE
"CYP_SYR",-2.74239715816988,14,TRUE
"CYP_TTO",-2.36404697989422,10,TRUE
"CYP_TUN",-1.49630239483436,14,TRUE
"CYP_TUR",-0.904742192743176,14,TRUE
"CYP_UKR",-1.36972417869213,4,TRUE
"CYP_VCT",-0.223936156740957,10,TRUE
"CYP_ZAF",0.0981437478799202,14,TRUE
"CYP_ZWE",0.903338649188983,6,TRUE
"CZE_ABW",-1.04628504132411,14,TRUE
"CZE_AIA",0.234864612931623,12,TRUE
"CZE_ALB",-0.261166561764748,12,TRUE
"CZE_AND",0.484408462082855,14,TRUE
"CZE_ANT",-0.688990646033814,5,TRUE
"CZE_ATG",-0.7480044246699,10,TRUE
"CZE_BHS",-3.24705099058145,10,TRUE
"CZE_BIH",-1.15243283513583,10,TRUE
"CZE_BLZ",-0.165503871210065,10,TRUE
"CZE_BMU",-2.69050552946411,14,TRUE
"CZE_BRB",-2.44300064615574,10,TRUE
"CZE_CHL",0.886380900067377,14,TRUE
"CZE_CMR",-0.88672211343235,4,TRUE
"CZE_COL",-0.245510610303239,5,TRUE
"CZE_CRI",0.506138715228599,5,TRUE
"CZE_CYM",-1.57269231215038,13,TRUE
"CZE_CYP",1.07447902161247,14,TRUE
"CZE_DMA",-2.43433457660886,8,TRUE
"CZE_DOM",-1.64571695643654,10,TRUE
"CZE_DZA",0.186685720911216,14,TRUE
"CZE_EGY",0.186246154615858,14,TRUE
"CZE_EST",0.0103071310625298,20,TRUE
"CZE_FJI",-2.87496904170181,9,TRUE
"CZE_FRO",1.58516117344351,14,TRUE
"CZE_GEO",-0.53017892403495,4,TRUE
"CZE_GRD",-1.86006062203959,10,TRUE
"CZE_GRL",1.02736232250667,14,TRUE
"CZE_GTM",-0.790662394619997,5,TRUE
"CZE_GUY",-0.849027914590105,10,TRUE
"CZE_HND",-0.101774301832936,5,TRUE
"CZE_HRV",-0.210093501281553,15,TRUE
"CZE_IOT",-0.633920245245712,6,TRUE
"CZE_ISR",0.0381045173987139,21,TRUE
"CZE_JAM",-1.59548908785174,10,TRUE
"CZE_JOR",-0.630149608198225,14,TRUE
"CZE_KNA",-1.9741528370454,10,TRUE
"CZE_KOR",0.340153782817743,7,TRUE
"CZE_LBN",-1.42211719646537,14,TRUE
"CZE_LCA",-2.88380257339096,10,TRUE
"CZE_LTU",0.0948527321207568,21,TRUE
"CZE_LVA",0.901580118399602,21,TRUE
"CZE_MAR",0.408766538587347,14,TRUE
"CZE_MDA",-0.120646544893333,4,TRUE
"CZE_MDG",0.617433950718533,6,TRUE
"CZE_MEX",0.253922381280095,14,TRUE
"CZE_MKD",-0.284153768377136,14,TRUE
"CZE_MLT",0.0719245664072181,14,TRUE
"CZE_MSR",-2.89098660940736,3,FALSE
"CZE_MUS",0.684167641586726,6,TRUE
"CZE_MYT",-1.25206420958566,8,TRUE
"CZE_NCL",0.138162118823886,14,TRUE
"CZE_NIC",0.475105206387576,5,TRUE
"CZE_PAN",-0.118357871913774,5,TRUE
"CZE_PER",0.0800239927070178,5,TRUE
"CZE_PNG",1.69014899950255,9,TRUE
"CZE_PSE",0.0772880593972346,14,TRUE
"CZE_PYF",-0.148349640817984,14,TRUE
"CZE_SHN",-3.67658176701477,4,TRUE
"CZE_SLV",-1.3167461028115,5,TRUE
"CZE_SMR",-1.41798791992333,13,TRUE
"CZE_SRB",0.128975050045773,8,TRUE
"CZE_SUR",-1.19985600333719,10,TRUE
"CZE_SYC",-0.406927148918109,6,TRUE
"CZE_SYR",-1.93714498136208,14,TRUE
"CZE_TCA",-0.115746865777381,13,TRUE
"CZE_TTO",-1.53683268984279,10,TRUE
"CZE_TUN",-0.274186698939377,14,TRUE
"CZE_TUR",0.350436997152539,20,TRUE
"CZE_UKR",-0.550649984954133,4,TRUE
"CZE_VCT",-1.1630448202427,10,TRUE
"CZE_VGB",0.507046657270707,11,TRUE
"CZE_WLF",-2.50157174649435,3,FALSE
"CZE_ZAF",0.736251364333609,14,TRUE
"CZE_ZWE",-0.855994372046502,6,TRUE
"DEU_ALB",0.0443790802067332,12,TRUE
"DEU_ATG",-2.35881531635246,10,TRUE
"DEU_BGR",0.0882319873173746,24,TRUE
"DEU_BHS",-1.60435856642064,10,TRUE
"DEU_BIH",-0.523290943078354,10,TRUE
"DEU_BLZ",0.132836937729882,10,TRUE
"DEU_BRB",-0.383851632783443,10,TRUE
"DEU_CHL",1.0357907181163,15,TRUE
"DEU_CMR",-0.669429923453823,4,TRUE
"DEU_COL",-0.281473314521912,5,TRUE
"DEU_CRI",0.273642683748169,5,TRUE
"DEU_DMA",-0.899883773565201,10,TRUE
"DEU_DOM",0.131308475357823,10,TRUE
"DEU_FJI",-0.843394162553044,9,TRUE
"DEU_FRO",0.279379171716587,26,TRUE
"DEU_GEO",-0.26053693090816,4,TRUE
"DEU_GRD",-0.541559548042707,10,TRUE
"DEU_GTM",-0.216802448493449,5,TRUE
"DEU_GUY",-0.39705389614528,10,TRUE
"DEU_HND",-0.178271557800167,5,TRUE
"DEU_HRV",0.133560028948456,16,TRUE
"DEU_HUN",-0.349082178506805,26,TRUE
"DEU_JAM",0.17584240035605,10,TRUE
"DEU_JOR",-0.459925265330444,16,TRUE
"DEU_KNA",2.30618374025287,10,TRUE
"DEU_KOR",0.142094665135557,7,TRUE
"DEU_LCA",-1.5240072586922,10,TRUE
"DEU_MDA",0.0352108547027761,4,TRUE
"DEU_MDG",-0.273974736601201,6,TRUE
"DEU_MEX",-0.78540060672145,18,TRUE
"DEU_MKD",-0.333339268926791,17,TRUE
"DEU_MUS",-0.134051223687405,6,TRUE
"DEU_NIC",0.0480615034650805,5,TRUE
"DEU_PAN",0.497143282621961,5,TRUE
"DEU_PER",0.123198570442277,5,TRUE
"DEU_PNG",-0.478173296499656,9,TRUE
"DEU_POL",0.35484963945202,26,TRUE
"DEU_ROU",1.96478685807376,25,TRUE
"DEU_SLV",-0.448738533015278,5,TRUE
"DEU_SRB",0.216013867648294,8,TRUE
"DEU_SUR",-0.295916182264503,10,TRUE
"DEU_SYC",-0.812770933195065,6,TRUE
"DEU_TTO",-0.907577950157984,10,TRUE
"DEU_UKR",-0.0288368755592581,4,TRUE
"DEU_VCT",-1.11667844326799,10,TRUE
"DEU_VGB",1.53374532790921,11,TRUE
"DEU_ZAF",1.574294033017,18,TRUE
"DEU_ZWE",-1.2770337686071,6,TRUE
"DJI_EGY",0.0610579351430717,19,TRUE
"DJI_MDG",-1.61737754723131,15,TRUE
"DMA_AUT",-1.18995083328066,10,TRUE
"DMA_BEL",-2.43309953953479,10,TRUE
"DMA_CYP",-2.74301980708727,5,TRUE
"DMA_CZE",0.613022916939667,10,TRUE
"DMA_DEU",-1.27204152677257,10,TRUE
"DMA_DNK",-0.831542854877638,10,TRUE
"DMA_ESP",-0.269221805476364,10,TRUE
"DMA_EST",-1.59276504181966,7,TRUE
"DMA_FIN",-2.29786072799184,7,TRUE
"DMA_FRA",0.409641052098317,10,TRUE
"DMA_GBR",-2.28519500003868,10,TRUE
"DMA_GRC",-3.29926915064672,5,TRUE
"DMA_HTI",-0.340102811479427,7,TRUE
"DMA_HUN",-2.02374033097039,8,TRUE
"DMA_IRL",-2.99033240546947,10,TRUE
"DMA_ITA",-3.19990780967456,10,TRUE
"DMA_LTU",-2.40728498226067,7,TRUE
"DMA_LUX",-2.3133272787911,8,TRUE
"DMA_LVA",-0.525749778354573,5,TRUE
"DMA_NLD",0.261558720684099,10,TRUE
"DMA_POL",-1.19496935165072,10,TRUE
"DMA_ROU",-2.28044330068163,7,TRUE
"DMA_SVK",0.647162214190705,10,TRUE
"DMA_SVN",-0.0419009389507858,8,TRUE
"DMA_SWE",-0.629597818499128,10,TRUE
"DNK_ALB",-1.22392116809826,12,TRUE
"DNK_ATG",-1.54555141569052,10,TRUE
"DNK_BGR",0.186249902501974,24,TRUE
"DNK_BHS",-2.99346969973831,10,TRUE
"DNK_BIH",-0.991869542356624,10,TRUE
"DNK_BLZ",-0.582834728071477,10,TRUE
"DNK_BRB",-0.900406883943317,10,TRUE
"DNK_CHL",0.985838014081065,15,TRUE
"DNK_CMR",-0.19202370085075,4,TRUE
"DNK_COL",0.0128203031148667,5,TRUE
"DNK_CRI",0.75798309324441,5,TRUE
"DNK_DMA",-0.176736692567283,10,TRUE
"DNK_DOM",-0.630990482460978,10,TRUE
"DNK_FJI",0.158793090684696,9,TRUE
"DNK_FRO",-1.93926653837773,26,TRUE
"DNK_GEO",-0.467543805527999,4,TRUE
"DNK_GRD",-0.72462587293383,10,TRUE
"DNK_GTM",-0.155943844633017,5,TRUE
"DNK_GUY",0.194087645880374,10,TRUE
"DNK_HND",0.0780009156646435,5,TRUE
"DNK_HRV",0.148328233944769,16,TRUE
"DNK_HUN",-0.498730433324543,26,TRUE
"DNK_JAM",-0.394802845302026,10,TRUE
"DNK_JOR",-1.02606200091979,16,TRUE
"DNK_KNA",-1.66077205449523,10,TRUE
"DNK_KOR",-0.210946002917451,7,TRUE
"DNK_LCA",-2.03355709580262,10,TRUE
"DNK_MDA",0.0678494187656173,4,TRUE
"DNK_MDG",-0.910462573116962,6,TRUE
"DNK_MEX",-0.981523146712168,18,TRUE
"DNK_MKD",-1.09805166068566,17,TRUE
"DNK_MUS",-0.239062972947522,6,TRUE
"DNK_NIC",-0.833612740615385,5,TRUE
"DNK_PAN",-0.332889314438822,5,TRUE
"DNK_PER",0.139057660795028,5,TRUE
"DNK_PNG",-0.514223168025501,9,TRUE
"DNK_POL",-0.163526172193938,26,TRUE
"DNK_ROU",2.23148702162169,25,TRUE
"DNK_SLV",-0.181604685716482,5,TRUE
"DNK_SRB",1.10301101659646,8,TRUE
"DNK_SUR",0.257842809135592,10,TRUE
"DNK_SYC",0.121668532940923,6,TRUE
"DNK_TTO",-0.764135686394097,10,TRUE
"DNK_UKR",-0.081498599181576,4,TRUE
"DNK_VCT",-0.749414544309825,10,TRUE
"DNK_VGB",0.192653868009179,11,TRUE
"DNK_ZAF",0.413496230545101,18,TRUE
"DNK_ZWE",0.711941759990086,6,TRUE
"DOM_AUT",-0.291019070982611,10,TRUE
"DOM_BEL",-0.937050417206037,10,TRUE
"DOM_BGR",0.0288197335934837,10,TRUE
"DOM_CRI",0.615399513219342,16,TRUE
"DOM_CYP",-1.18002753660209,10,TRUE
"DOM_CZE",-0.871181311456588,10,TRUE
"DOM_DEU",-0.844598108984269,10,TRUE
"DOM_DNK",-0.6217197715101,10,TRUE
"DOM_ESP",-0.60015464458817,10,TRUE
"DOM_EST",0.623225357493847,10,TRUE
"DOM_FIN",-3.79368503609945,10,TRUE
"DOM_FRA",-1.11074904260149,10,TRUE
"DOM_GBR",-0.529412712285146,10,TRUE
"DOM_GRC",-1.38036220957276,10,TRUE
"DOM_GTM",1.55529962041172,17,TRUE
"DOM_HND",-0.591997888612655,17,TRUE
"DOM_HRV",-2.12977384351408,5,TRUE
"DOM_HUN",-2.61730691140121,10,TRUE
"DOM_IRL",-0.659380946391043,10,TRUE
"DOM_ITA",-1.10579917145054,10,TRUE
"DOM_LTU",-2.02236140548207,10,TRUE
"DOM_LUX",1.17114129180172,10,TRUE
"DOM_LVA",-1.82370055034073,10,TRUE
"DOM_MLT",-1.15186405931616,10,TRUE
"DOM_NIC",1.09638692938185,16,TRUE
"DOM_NLD",-0.949789157561079,10,TRUE
"DOM_POL",-0.270906870736031,10,TRUE
"DOM_PRT",-1.10911631287667,10,TRUE
"DOM_ROU",-1.36186486100684,10,TRUE
"DOM_SLV",-0.0743137241164345,17,TRUE
"DOM_SVK",-0.459443023954512,10,TRUE
"DOM_SVN",-0.126101724942863,10,TRUE
"DOM_SWE",-0.209517729417374,10,TRUE
"DOM_USA",-1.11185151631852,11,TRUE
"DZA_ARE",-0.208116307150201,9,TRUE
"DZA_AUT",-2.59911919456729,23,TRUE
"DZA_BGR",-3.42471911941896,11,TRUE
"DZA_BHR",1.92273874773618,9,TRUE
"DZA_COL",-0.680316655620866,20,TRUE
"DZA_CYP",-3.05636242479659,14,TRUE
"DZA_CZE",-2.97875771957013,14,TRUE
"DZA_EST",-1.6253095881997,12,TRUE
"DZA_FIN",-5.81154195100827,22,TRUE
"DZA_HRV",1.2607841256968,5,TRUE
"DZA_HUN",-3.44246886202976,14,TRUE
"DZA_JOR",0.578006542723845,9,TRUE
"DZA_KWT",-1.30753839164486,9,TRUE
"DZA_LBN",0.823151288680498,9,TRUE
"DZA_LTU",-3.36752103929064,12,TRUE
"DZA_MLT",-1.86630908658984,14,TRUE
"DZA_OMN",-2.27369978098892,8,TRUE
"DZA_POL",-2.75900892218343,14,TRUE
"DZA_QAT",0.593913844074234,9,TRUE
"DZA_SAU",0.184944594985881,9,TRUE
"DZA_SVK",-1.97923970007132,14,TRUE
"DZA_SVN",-3.39877191727663,14,TRUE
"DZA_SWE",-2.58507640273354,23,TRUE
"DZA_SYR",0.745080568329422,7,TRUE
"DZA_YEM",-0.259240176571673,6,TRUE
"ECU_MAR",-0.349073257454319,21,TRUE
"ECU_PAN",0.0702856386431071,6,TRUE
"EGY_ARE",1.32535544500764,20,TRUE
"EGY_AUT",1.17382592066916,23,TRUE
"EGY_BDI",2.09129477355474,19,TRUE
"EGY_BGR",1.38590747469568,11,TRUE
"EGY_BHR",1.19688471827169,20,TRUE
"EGY_CHE",0.0519914450666551,11,TRUE
"EGY_COD",1.05561068573393,19,TRUE
"EGY_COL",0.675810758294655,21,TRUE
"EGY_CYP",-0.579225618185601,14,TRUE
"EGY_CZE",0.346153053719453,14,TRUE
"EGY_DJI",1.38500664159136,19,TRUE
"EGY_ERI",6.82360037436261,19,TRUE
"EGY_EST",1.94812038056005,14,TRUE
"EGY_ETH",0.881274121282161,19,TRUE
"EGY_FIN",-0.160591762008851,23,TRUE
"EGY_HRV",0.186347006239727,5,TRUE
"EGY_HUN",-0.0190097308760788,14,TRUE
"EGY_ISL",0.566276203356851,11,TRUE
"EGY_KEN",2.47504309746267,19,TRUE
"EGY_KWT",0.439087535453259,20,TRUE
"EGY_LBN",1.08191384022853,20,TRUE
"EGY_LTU",3.11287297017072,14,TRUE
"EGY_LVA",2.59938561664856,14,TRUE
"EGY_MDG",2.15732543400411,19,TRUE
"EGY_MLT",0.32687411483105,14,TRUE
"EGY_MMR",-2.49161091954172,17,TRUE
"EGY_MUS",2.80574637948033,19,TRUE
"EGY_MWI",4.59306399383878,19,TRUE
