"item","value"
"pseudo_11plus_n",1233
"treated_11plus_n",1834
"overlap_years",0
"disjoint",1
"var_2-3_post_2008",2.74934957853714
"var_2-3_pre_2008",2.55102425272275
"var_4-5_post_2008",1.26216848446457
"var_4-5_pre_2008",0.415862247462148
"var_6-10_post_2008",0.53652264700414
"var_6-10_pre_2008",0.2127224919296
"var_11+_post_2008",0.159302759045462
"ratio_2-3",0.927864638472089
"ratio_4-5",0.329482357213634
"ratio_6-10",0.396483714373307
