"panel","year","instrument","grid_point","value","extra"
"real",1991,"mean_excess","p96",4152.65233554457,5.73908434068687
"real",1991,"mean_excess","p97",5035.83643355845,4.35015445343703
"real",1991,"mean_excess","p98",6715.54003133272,3.66919457186883
"real",1991,"mean_excess","p99",10402.5938098088,2.63854742913855
"real",1991,"max_to_sum","p1",0.0384306886092356,2449785.381477
"real",1991,"max_to_sum","p2",0.180268731093965,49169071632.479
"real",1991,"max_to_sum","p3",0.317346694735443,2629569391556126
"real",1991,"max_to_sum","p4",0.415181477945422,1.89228632021772e+20
"real",1992,"mean_excess","p80",1029.7358027096,29.8136463392035
"real",1992,"mean_excess","p81",1079.16237994872,27.4954145861126
"real",1992,"mean_excess","p82",1133.67399332672,25.6757065697487
"real",1992,"mean_excess","p83",1194.06352885873,23.7223236453416
"real",1992,"mean_excess","p84",1261.5165678519,21.9920734393055
"real",1992,"mean_excess","p85",1334.96230825478,19.7028431045223
"real",1992,"mean_excess","p86",1420.36525097005,18.333614309817
"real",1992,"mean_excess","p87",1514.95760695356,16.5226110054462
"real",1992,"mean_excess","p88",1624.70832977974,15.2295935039705
"real",1992,"mean_excess","p89",1752.75592900043,13.9529500435725
"real",1992,"mean_excess","p90",1905.0105876342,12.8937177902452
"real",1992,"mean_excess","p91",2085.48822404979,11.75144799872
"real",1992,"mean_excess","p92",2304.95722921221,10.6453298667264
"real",1992,"mean_excess","p93",2578.59635082839,9.59417860683302
"real",1992,"mean_excess","p94",2896.82462603139,7.84640760200076
"real",1992,"mean_excess","p95",3328.83456090149,6.59228227533087
"real",1992,"mean_excess","p96",3931.35023172679,5.53651141726623
"real",1992,"mean_excess","p97",4818.2388035997,4.46706718306405
"real",1992,"mean_excess","p98",6309.6093794006,3.45177075258787
"real",1992,"mean_excess","p99",9720.64708016747,2.46578504372295
"real",1992,"max_to_sum","p1",0.0340217816675346,2891469.868313
"real",1992,"max_to_sum","p2",0.168778484403391,57336920734.7124
"real",1992,"max_to_sum","p3",0.299654854785776,3176916894289390
"real",1992,"max_to_sum","p4",0.389140925452803,2.40655609438271e+20
"real",1993,"mean_excess","p80",957.337617648285,29.219788966155
"real",1993,"mean_excess","p81",1002.62413073956,26.7451648525125
"real",1993,"mean_excess","p82",1053.01252893089,24.6249165628864
"real",1993,"mean_excess","p83",1109.38287145799,22.9704126466234
"real",1993,"mean_excess","p84",1171.29368252647,21.228469281376
"real",1993,"mean_excess","p85",1239.56815916809,19.1229787709133
"real",1993,"mean_excess","p86",1317.15541666273,17.4341135923935
"real",1993,"mean_excess","p87",1405.09841536225,15.9757785249169
"real",1993,"mean_excess","p88",1506.66682038992,14.6233467648816
"real",1993,"mean_excess","p89",1625.87461744279,13.5193995860237
"real",1993,"mean_excess","p90",1764.83938784465,12.3325614230006
"real",1993,"mean_excess","p91",1926.01722922562,10.9898905786818
"real",1993,"mean_excess","p92",2119.80693062185,9.63691141756641
"real",1993,"mean_excess","p93",2366.9182571586,8.67440059013336
"real",1993,"mean_excess","p94",2678.50044961277,7.69916167854617
"real",1993,"mean_excess","p95",3065.13880972446,6.32531872753259
"real",1993,"mean_excess","p96",3606.73450737479,5.26393536578246
"real",1993,"mean_excess","p97",4439.51269305391,4.42895178798093
"real",1993,"mean_excess","p98",5830.88387519194,3.48965395212698
"real",1993,"mean_excess","p99",9235.14253609332,2.73507979046754
"real",1993,"max_to_sum","p1",0.0362659804680616,2990096.541344
"real",1993,"max_to_sum","p2",0.195954908935526,60008548250.4588
"real",1993,"max_to_sum","p3",0.332486459242727,3835128665851225
"real",1993,"max_to_sum","p4",0.405564409385938,3.40940583139083e+20
"real",1994,"mean_excess","p80",973.012048471253,30.7430861510466
"real",1994,"mean_excess","p81",1019.52699352786,28.1762184764577
"real",1994,"mean_excess","p82",1071.25605849671,26.181451562437
"real",1994,"mean_excess","p83",1128.12385667612,24.079423119855
"real",1994,"mean_excess","p84",1191.61587502156,22.2355159394692
"real",1994,"mean_excess","p85",1263.46629399848,20.6052174584988
"real",1994,"mean_excess","p86",1342.62635875179,18.65140750254
"real",1994,"mean_excess","p87",1432.5800878065,16.9102694260105
"real",1994,"mean_excess","p88",1535.88700413241,15.3483894181673
"real",1994,"mean_excess","p89",1653.30700755489,13.6403624531194
"real",1994,"mean_excess","p90",1792.94712945171,12.322286797388
"real",1994,"mean_excess","p91",1962.52430270828,11.3141408524786
"real",1994,"mean_excess","p92",2164.43492167247,10.1067663630276
"real",1994,"mean_excess","p93",2417.09641014419,9.00379087841322
"real",1994,"mean_excess","p94",2737.1354907462,7.93981102221522
"real",1994,"mean_excess","p95",3161.99297378333,6.92950195242784
"real",1994,"mean_excess","p96",3689.37650409021,5.33506383855884
"real",1994,"mean_excess","p97",4562.87475671688,4.59239425634476
"real",1994,"mean_excess","p98",5992.37702103426,3.54603391196959
"real",1994,"mean_excess","p99",9538.18003390163,2.78468251454712
"real",1994,"max_to_sum","p1",0.0343572845231097,3570399.383033
"real",1994,"max_to_sum","p2",0.190239254526918,79099024037.0468
"real",1994,"max_to_sum","p3",0.325855966002134,5664756075603477
"real",1994,"max_to_sum","p4",0.397781848574346,5.69242817029247e+20
"real",1995,"mean_excess","p80",1079.921137,32.581307189197
"real",1995,"mean_excess","p81",1132.08700369498,30.0318771860215
"real",1995,"mean_excess","p82",1189.84654213659,27.8704148467122
"real",1995,"mean_excess","p83",1253.10155037805,25.4481539955092
"real",1995,"mean_excess","p84",1324.45579042522,23.6482083534189
"real",1995,"mean_excess","p85",1404.4936219485,21.9428382164221
"real",1995,"mean_excess","p86",1494.59219549218,20.2228168508761
"real",1995,"mean_excess","p87",1596.06112678113,18.3581758783884
"real",1995,"mean_excess","p88",1709.02000978725,16.0866360116623
"real",1995,"mean_excess","p89",1842.10853010432,14.4382630969933
"real",1995,"mean_excess","p90",2000.08809624127,13.1069449496705
"real",1995,"mean_excess","p91",2182.54561726747,11.4676936433749
"real",1995,"mean_excess","p92",2411.23428257259,10.3914283500409
"real",1995,"mean_excess","p93",2700.55524662041,9.51830761281609
"real",1995,"mean_excess","p94",3054.54681251231,8.20958027429787
"real",1995,"mean_excess","p95",3534.49981033122,7.1816058940285
"real",1995,"mean_excess","p96",4147.59371422921,5.63414833732698
"real",1995,"mean_excess","p97",5091.05248138038,4.55615035202972
"real",1995,"mean_excess","p98",6711.77040568127,3.56279830355379
"real",1995,"mean_excess","p99",10680.8650548504,2.76264532266096
"real",1995,"max_to_sum","p1",0.0323544335121567,4263684.546545
"real",1995,"max_to_sum","p2",0.184870227008365,102936822202.649
"real",1995,"max_to_sum","p3",0.339952121371919,7722160812091881
"real",1995,"max_to_sum","p4",0.4407968202373,8.21555693566866e+20
"real",1996,"mean_excess","p80",1096.83415309024,32.9426942341369
"real",1996,"mean_excess","p81",1149.56199794711,30.1517884873976
"real",1996,"mean_excess","p82",1208.4321288728,27.9253029485585
"real",1996,"mean_excess","p83",1272.93533983224,25.6534555276131
"real",1996,"mean_excess","p84",1344.77991458051,23.5646143501392
"real",1996,"mean_excess","p85",1424.56209527794,21.401479867249
"real",1996,"mean_excess","p86",1514.02190668907,19.3143475307183
"real",1996,"mean_excess","p87",1614.3297029049,17.2002671377994
"real",1996,"mean_excess","p88",1732.09355642143,15.767947104755
"real",1996,"mean_excess","p89",1867.94839011124,14.3192285006115
"real",1996,"mean_excess","p90",2028.00057129358,13.0210627270487
"real",1996,"mean_excess","p91",2217.49707436892,11.6348248277549
"real",1996,"mean_excess","p92",2447.08616356523,10.3954217477479
"real",1996,"mean_excess","p93",2731.04607845899,9.20402770871493
"real",1996,"mean_excess","p94",3093.21554904338,8.08232870542629
"real",1996,"mean_excess","p95",3564.62568766524,6.90042149665442
"real",1996,"mean_excess","p96",4195.56110591541,5.58875192417489
"real",1996,"mean_excess","p97",5141.34390160878,4.50450138392039
"real",1996,"mean_excess","p98",6795.70444726122,3.59633540150133
"real",1996,"mean_excess","p99",10706.0345592348,2.7246428330443
"real",1996,"max_to_sum","p1",0.0329542846902312,4492208.902349
"real",1996,"max_to_sum","p2",0.198666998651046,110310775065.614
"real",1996,"max_to_sum","p3",0.381031655450308,8514407713396472
"real",1996,"max_to_sum","p4",0.515753975282893,9.31203821351984e+20
"real",1997,"mean_excess","p80",1138.51942171853,34.5379942312834
"real",1997,"mean_excess","p81",1193.32332557154,31.6659134115439
"real",1997,"mean_excess","p82",1253.9628001691,29.0219204663563
"real",1997,"mean_excess","p83",1320.69956825006,26.3781711802033
"real",1997,"mean_excess","p84",1395.06189852318,24.0420748062623
"real",1997,"mean_excess","p85",1478.62303613274,22.0059307207321
"real",1997,"mean_excess","p86",1572.4776299812,20.0095453949239
"real",1997,"mean_excess","p87",1678.47266918962,18.0354835051736
"real",1997,"mean_excess","p88",1800.08834861803,16.26607696843
"real",1997,"mean_excess","p89",1942.06764310722,14.7738830788712
"real",1997,"mean_excess","p90",2105.38249035711,13.0725293627204
"real",1997,"mean_excess","p91",2299.86366728681,11.6492513362986
"real",1997,"mean_excess","p92",2535.85132828337,10.3025287515984
"real",1997,"mean_excess","p93",2831.30135715933,9.16557703432077
"real",1997,"mean_excess","p94",3204.22850479713,8.00494665426824
"real",1997,"mean_excess","p95",3691.78599375837,6.82926589978791
"real",1997,"mean_excess","p96",4360.96206861292,5.68089316402497
"real",1997,"mean_excess","p97",5281.99791531833,4.28138660405302
"real",1997,"mean_excess","p98",7014.78389439713,3.54398919258708
"real",1997,"mean_excess","p99",10974.7139433684,2.61667701314257
"real",1997,"max_to_sum","p1",0.0321464221765878,4956154.973073
"real",1997,"max_to_sum","p2",0.192049040988851,132173046613.393
"real",1997,"max_to_sum","p3",0.357387383812511,11316010660395612
"real",1997,"max_to_sum","p4",0.47999541882144,1.34237233942794e+21
"real",1998,"mean_excess","p80",1075.09538017897,34.1930075294583
"real",1998,"mean_excess","p81",1127.59760980637,31.7768345593241
"real",1998,"mean_excess","p82",1185.23343166607,29.3130913350516
"real",1998,"mean_excess","p83",1248.94121217924,27.1249917856542
"real",1998,"mean_excess","p84",1319.96356082343,24.9187006989894
"real",1998,"mean_excess","p85",1398.67934109026,22.5365249436746
"real",1998,"mean_excess","p86",1488.61005378699,20.7267988733872
"real",1998,"mean_excess","p87",1587.98517847599,18.4643617995272
"real",1998,"mean_excess","p88",1703.75373961181,16.6919612649923
"real",1998,"mean_excess","p89",1838.25354432319,15.0987320123119
"real",1998,"mean_excess","p90",1995.96588487148,13.6705663039399
"real",1998,"mean_excess","p91",2182.24295364557,12.125228909562
"real",1998,"mean_excess","p92",2411.28330692629,10.886268207892
"real",1998,"mean_excess","p93",2694.94105942862,9.66472606589242
"real",1998,"mean_excess","p94",3054.49901330713,8.48005947719559
"real",1998,"mean_excess","p95",3526.72302772696,7.22754565348036
"real",1998,"mean_excess","p96",4185.33148208686,6.06211026014242
"real",1998,"mean_excess","p97",5092.49315729802,4.59166063174048
"real",1998,"mean_excess","p98",6779.50686134932,3.73603444142557
"real",1998,"mean_excess","p99",10787.761969375,2.80202863336756
"real",1998,"max_to_sum","p1",0.0335100903572393,4901979.378922
"real",1998,"max_to_sum","p2",0.194514116257139,138721262717.083
"real",1998,"max_to_sum","p3",0.355701623397871,12461071538411192
"real",1998,"max_to_sum","p4",0.477668762592315,1.52426849787374e+21
"real",1999,"mean_excess","p80",1134.78552756982,37.6001429714905
"real",1999,"mean_excess","p81",1190.35482361799,34.6838490306661
"real",1999,"mean_excess","p82",1251.28186350785,31.6816883707223
"real",1999,"mean_excess","p83",1318.95907755986,29.2731977409994
"real",1999,"mean_excess","p84",1393.73433483791,26.480013895399
"real",1999,"mean_excess","p85",1478.08483539286,24.3614513797268
"real",1999,"mean_excess","p86",1573.34230603375,22.218763210933
"real",1999,"mean_excess","p87",1680.27774184125,19.8625309045801
"real",1999,"mean_excess","p88",1804.09400124818,18.0750521546607
"real",1999,"mean_excess","p89",1947.28563886891,16.2290631993208
"real",1999,"mean_excess","p90",2115.16903355894,14.5864664635199
"real",1999,"mean_excess","p91",2315.10970210976,12.9594954868186
"real",1999,"mean_excess","p92",2560.20317353642,11.586571112771
"real",1999,"mean_excess","p93",2860.83565454244,10.186251474728
"real",1999,"mean_excess","p94",3250.83651179379,8.97770763560073
"real",1999,"mean_excess","p95",3749.97652698007,7.53009824430388
"real",1999,"mean_excess","p96",4452.12786403803,6.27300491875916
"real",1999,"mean_excess","p97",5461.38538448212,4.8614843814699
"real",1999,"mean_excess","p98",7242.76966295739,3.82817692445941
"real",1999,"mean_excess","p99",11635.0304265044,2.95513528194002
"real",1999,"max_to_sum","p1",0.0343333257137059,5388956.728976
"real",1999,"max_to_sum","p2",0.206999923852357,165375417778.137
"real",1999,"max_to_sum","p3",0.384463014999394,16474306537211748
"real",1999,"max_to_sum","p4",0.519895942303809,2.25406197229336e+21
"real",2000,"mean_excess","p80",1337.23534902077,47.8165632617471
"real",2000,"mean_excess","p81",1403.63164002862,43.9143640077002
"real",2000,"mean_excess","p82",1476.23450404112,39.8775595692047
"real",2000,"mean_excess","p83",1557.47130876219,36.5629146963755
"real",2000,"mean_excess","p84",1647.24149850878,33.1309211060907
"real",2000,"mean_excess","p85",1748.26180829362,29.9363566140404
"real",2000,"mean_excess","p86",1862.06999738133,26.8800521131976
"real",2000,"mean_excess","p87",1990.36340650132,23.8804476683395
"real",2000,"mean_excess","p88",2140.45752335873,21.6676236778574
"real",2000,"mean_excess","p89",2311.63204042253,19.1322645108039
"real",2000,"mean_excess","p90",2516.36485598523,17.1945148574749
"real",2000,"mean_excess","p91",2754.20541298352,14.8682991489557
"real",2000,"mean_excess","p92",3048.20493560947,13.0775961544678
"real",2000,"mean_excess","p93",3418.81458346674,11.6044411754594
"real",2000,"mean_excess","p94",3886.43345426314,10.0096379058494
"real",2000,"mean_excess","p95",4505.73357245131,8.43640549906978
"real",2000,"mean_excess","p96",5349.02906494751,6.80604978248979
"real",2000,"mean_excess","p97",6657.4091443828,5.54449364599456
"real",2000,"mean_excess","p98",8803.99487406742,4.07103544245911
"real",2000,"mean_excess","p99",14148.1321971405,3.02687193758896
"real",2000,"max_to_sum","p1",0.0310143848741591,7119984.93200082
"real",2000,"max_to_sum","p2",0.176176626101437,276780955548.046
"real",2000,"max_to_sum","p3",0.32669527675893,32959748102746980
"real",2000,"max_to_sum","p4",0.447593774801756,5.31232881348275e+21
"real",2001,"mean_excess","p80",1270.30687747825,46.0872672493408
"real",2001,"mean_excess","p81",1332.88446051343,42.0796908405986
"real",2001,"mean_excess","p82",1401.71566765372,37.9194011524577
"real",2001,"mean_excess","p83",1478.07838984781,34.5255803334293
"real",2001,"mean_excess","p84",1562.80012919702,31.1561590084335
"real",2001,"mean_excess","p85",1658.47084229104,28.4459359555487
"real",2001,"mean_excess","p86",1765.45813600819,25.4912233787851
"real",2001,"mean_excess","p87",1887.53150464501,22.7717829106486
"real",2001,"mean_excess","p88",2025.92165425921,20.0770890681715
"real",2001,"mean_excess","p89",2188.16977785423,17.9694086058532
"real",2001,"mean_excess","p90",2378.64831740199,16.0067578006743
"real",2001,"mean_excess","p91",2611.53865267271,14.5740881024756
"real",2001,"mean_excess","p92",2884.75220561485,12.5879591108064
"real",2001,"mean_excess","p93",3230.65160169018,11.1065441889216
"real",2001,"mean_excess","p94",3673.10300480504,9.69987373108935
"real",2001,"mean_excess","p95",4264.25164708437,8.37603806561445
"real",2001,"mean_excess","p96",5061.50023009326,6.72585644525105
"real",2001,"mean_excess","p97",6308.25904478397,5.5607578491159
"real",2001,"mean_excess","p98",8360.9081486772,4.12682825651473
"real",2001,"mean_excess","p99",13388.8124192692,3.02719060319849
"real",2001,"max_to_sum","p1",0.0295811734014097,6970844.18631754
"real",2001,"max_to_sum","p2",0.170648024183676,249172598371.124
"real",2001,"max_to_sum","p3",0.329837840346721,26582868304763884
"real",2001,"max_to_sum","p4",0.468558807952577,3.85868195799382e+21
"real",2002,"mean_excess","p80",1331.34455529111,48.1159105877861
"real",2002,"mean_excess","p81",1397.23897487612,43.9142398103632
"real",2002,"mean_excess","p82",1468.94668628143,39.2846795994431
"real",2002,"mean_excess","p83",1549.54027559154,35.9145334418209
"real",2002,"mean_excess","p84",1639.58569921424,32.8987302903654
"real",2002,"mean_excess","p85",1738.25343900701,29.0395449746906
"real",2002,"mean_excess","p86",1851.44801907599,26.2315095496733
"real",2002,"mean_excess","p87",1980.12154306978,23.5778216468276
"real",2002,"mean_excess","p88",2126.69216115563,20.9930063261262
"real",2002,"mean_excess","p89",2297.88833981066,18.7210777906827
"real",2002,"mean_excess","p90",2498.56008284797,16.5736026484539
"real",2002,"mean_excess","p91",2738.74462119542,14.7582419325927
"real",2002,"mean_excess","p92",3028.55785901968,12.8672545708306
"real",2002,"mean_excess","p93",3392.40380334322,11.3029971325822
"real",2002,"mean_excess","p94",3866.92739843312,10.0949953764496
"real",2002,"mean_excess","p95",4488.41575783791,8.58958112506206
"real",2002,"mean_excess","p96",5321.64749820459,6.79954912393886
"real",2002,"mean_excess","p97",6579.39663274781,5.36205410383261
"real",2002,"mean_excess","p98",8731.17026109947,4.01392009034303
"real",2002,"mean_excess","p99",14206.4769721958,3.13252225026776
"real",2002,"max_to_sum","p1",0.0269282256932132,7500616.27371488
"real",2002,"max_to_sum","p2",0.147858024286498,275908114980.016
"real",2002,"max_to_sum","p3",0.283798287901378,29033827228923732
"real",2002,"max_to_sum","p4",0.406319601743706,4.09591534076148e+21
"real",2003,"mean_excess","p80",1510.68436962171,48.4943452550012
"real",2003,"mean_excess","p81",1585.1760423458,44.0981877918674
"real",2003,"mean_excess","p82",1667.11951688681,39.892352938046
"real",2003,"mean_excess","p83",1758.48189802836,36.237799693334
"real",2003,"mean_excess","p84",1859.82306447413,32.8070701741747
"real",2003,"mean_excess","p85",1972.95726445515,29.4365432852633
"real",2003,"mean_excess","p86",2101.60988305208,26.542863672099
"real",2003,"mean_excess","p87",2246.90476334767,23.705098332622
"real",2003,"mean_excess","p88",2413.84310507757,21.1690449793277
"real",2003,"mean_excess","p89",2607.75080092194,18.7638057715487
"real",2003,"mean_excess","p90",2834.33276709449,16.5493050003699
"real",2003,"mean_excess","p91",3103.8111297407,14.5008026999809
"real",2003,"mean_excess","p92",3435.64438142821,12.8277289586833
"real",2003,"mean_excess","p93",3853.60649810903,11.4968074527541
"real",2003,"mean_excess","p94",4377.67128792874,9.86021446721609
"real",2003,"mean_excess","p95",5078.72391704781,8.3926121671429
"real",2003,"mean_excess","p96",6014.74327314139,6.67131861844079
"real",2003,"mean_excess","p97",7379.70160779754,5.09312951062086
"real",2003,"mean_excess","p98",9748.49267983933,3.83822222565204
"real",2003,"mean_excess","p99",15851.0666538048,3.08530214201366
"real",2003,"max_to_sum","p1",0.024766731003028,8714694.38879082
"real",2003,"max_to_sum","p2",0.138829796877105,335551364733.115
"real",2003,"max_to_sum","p3",0.275932833637959,36438388820720216
"real",2003,"max_to_sum","p4",0.403571707879136,5.37728039082323e+21
"real",2004,"mean_excess","p80",2019.26132362242,52.5924222575692
"real",2004,"mean_excess","p81",2119.29338048676,47.5045290079566
"real",2004,"mean_excess","p82",2229.40230077913,43.0503792010383
"real",2004,"mean_excess","p83",2351.49557882011,38.7106735183755
"real",2004,"mean_excess","p84",2487.84949500795,35.179620544723
"real",2004,"mean_excess","p85",2640.43266877515,31.5301290702553
"real",2004,"mean_excess","p86",2812.54786990418,28.151593152829
"real",2004,"mean_excess","p87",3009.39733390257,25.4594938572958
"real",2004,"mean_excess","p88",3233.68959108002,22.4666681957882
"real",2004,"mean_excess","p89",3495.41652826675,19.9459355042179
"real",2004,"mean_excess","p90",3793.63679716129,16.9676631352508
"real",2004,"mean_excess","p91",4157.70014339014,14.930425155931
"real",2004,"mean_excess","p92",4596.78760043678,13.005169056213
"real",2004,"mean_excess","p93",5152.25932937934,11.4781537529604
"real",2004,"mean_excess","p94",5861.22106397302,9.96148706276478
"real",2004,"mean_excess","p95",6778.05100361265,8.27725271089533
"real",2004,"mean_excess","p96",7946.78620391165,6.14958514635489
"real",2004,"mean_excess","p97",9799.58426924717,4.92612392026474
"real",2004,"mean_excess","p98",12739.7580653739,3.56139242195758
"real",2004,"mean_excess","p99",20113.3663123845,2.68187562517342
"real",2004,"max_to_sum","p1",0.0229005022788547,11921646.6857902
"real",2004,"max_to_sum","p2",0.13792568813437,540402500500.324
"real",2004,"max_to_sum","p3",0.297224417785771,68463528609713960
"real",2004,"max_to_sum","p4",0.448064624288835,1.23989343879692e+22
"real",2005,"mean_excess","p80",2205.07167878593,50.6827209195443
"real",2005,"mean_excess","p81",2314.83033338963,46.5724614861107
"real",2005,"mean_excess","p82",2434.07129478432,41.3283014772956
"real",2005,"mean_excess","p83",2567.4326105097,37.4642526236652
"real",2005,"mean_excess","p84",2715.13425424243,33.5019091792327
"real",2005,"mean_excess","p85",2880.5120433249,30.1057476171523
"real",2005,"mean_excess","p86",3067.54682248791,26.9369727792667
"real",2005,"mean_excess","p87",3281.08312426409,24.1924343665391
"real",2005,"mean_excess","p88",3525.437898252,21.5372298288884
"real",2005,"mean_excess","p89",3808.49122826371,19.0677124700485
"real",2005,"mean_excess","p90",4135.17420184923,16.5145564733703
"real",2005,"mean_excess","p91",4524.82857834464,14.2793322108311
"real",2005,"mean_excess","p92",5002.88949004108,12.5139578099602
"real",2005,"mean_excess","p93",5590.16812071241,10.7604257295852
"real",2005,"mean_excess","p94",6358.44007739213,9.47357945820287
"real",2005,"mean_excess","p95",7327.75470030032,7.76013585371076
"real",2005,"mean_excess","p96",8607.97318050748,5.99099734238511
"real",2005,"mean_excess","p97",10537.5670612718,4.66694929414515
"real",2005,"mean_excess","p98",13894.4022276415,3.63058680459315
"real",2005,"mean_excess","p99",21488.809080428,2.54034944098008
"real",2005,"max_to_sum","p1",0.0236228434793702,13268063.8533031
"real",2005,"max_to_sum","p2",0.145323785602293,675993855167.815
"real",2005,"max_to_sum","p3",0.301872196935513,101999034430978784
"real",2005,"max_to_sum","p4",0.43897656259968,2.19845493601925e+22
"real",2006,"mean_excess","p80",2510.32063694296,51.3545283649877
"real",2006,"mean_excess","p81",2634.21191522348,46.2340134877451
"real",2006,"mean_excess","p82",2771.59129709465,42.1251549392359
"real",2006,"mean_excess","p83",2922.68024099771,37.7099461154418
"real",2006,"mean_excess","p84",3090.96611302884,33.751024048576
"real",2006,"mean_excess","p85",3278.13777775857,29.9811859443116
"real",2006,"mean_excess","p86",3490.74822563727,26.8001902764747
"real",2006,"mean_excess","p87",3732.72480700637,23.9313469511846
"real",2006,"mean_excess","p88",4007.39707725438,20.966983838798
"real",2006,"mean_excess","p89",4328.72849393809,18.6141339459129
"real",2006,"mean_excess","p90",4702.87302054276,16.3615150136784
"real",2006,"mean_excess","p91",5145.37361916387,14.1537667143182
"real",2006,"mean_excess","p92",5686.86420915243,12.3678391725205
"real",2006,"mean_excess","p93",6354.00988185529,10.6584972123756
"real",2006,"mean_excess","p94",7189.57300560569,8.93503103621705
"real",2006,"mean_excess","p95",8265.16285085656,7.29919841213919
"real",2006,"mean_excess","p96",9723.01770384182,5.80211479178332
"real",2006,"mean_excess","p97",11863.3459469952,4.50970683715527
"real",2006,"mean_excess","p98",15558.9762318007,3.47011386074151
"real",2006,"mean_excess","p99",23891.3935568444,2.44938442345669
"real",2006,"max_to_sum","p1",0.0211910692640763,15457834.1948249
"real",2006,"max_to_sum","p2",0.125190036953337,857103490240.904
"real",2006,"max_to_sum","p3",0.250729899462675,140183991083353632
"real",2006,"max_to_sum","p4",0.353732262372876,3.2548530868653e+22
"real",2007,"mean_excess","p80",2867.46456985275,50.3352110329136
"real",2007,"mean_excess","p81",3008.89690349009,45.5694163752682
"real",2007,"mean_excess","p82",3164.33562880288,40.9656608551218
"real",2007,"mean_excess","p83",3337.79117422076,37.1133177150547
"real",2007,"mean_excess","p84",3528.98022236602,33.1013174555104
"real",2007,"mean_excess","p85",3743.73026074506,29.6706558522059
"real",2007,"mean_excess","p86",3987.46563311618,26.6514647313835
"real",2007,"mean_excess","p87",4262.43183342928,23.6929807958808
"real",2007,"mean_excess","p88",4572.77008413118,20.5505538324756
"real",2007,"mean_excess","p89",4934.06088236569,17.9107085418772
"real",2007,"mean_excess","p90",5353.65871528864,15.5042277163587
"real",2007,"mean_excess","p91",5864.42518575929,13.8247379244553
"real",2007,"mean_excess","p92",6477.88604876481,12.03137982521
"real",2007,"mean_excess","p93",7215.88353001273,10.1248695046688
"real",2007,"mean_excess","p94",8153.53216584053,8.52368053973833
"real",2007,"mean_excess","p95",9400.40932831866,7.17389703634176
"real",2007,"mean_excess","p96",11043.6677815375,5.69015041494746
"real",2007,"mean_excess","p97",13383.5411648879,4.32355222542389
"real",2007,"mean_excess","p98",17542.7366294657,3.38625475048312
"real",2007,"mean_excess","p99",26409.1786317068,2.30352721944483
"real",2007,"max_to_sum","p1",0.0191749042323269,18048644.5067894
"real",2007,"max_to_sum","p2",0.113023059100887,1059713656999.07
"real",2007,"max_to_sum","p3",0.229629394130259,180511927552370272
"real",2007,"max_to_sum","p4",0.325523274121145,4.40685877683794e+22
"real",2008,"mean_excess","p80",3204.86680087896,45.5106323103207
"real",2008,"mean_excess","p81",3362.75992652008,41.6205868043371
"real",2008,"mean_excess","p82",3535.43513722302,37.4446000021272
"real",2008,"mean_excess","p83",3725.32342206556,33.3068736117764
"real",2008,"mean_excess","p84",3936.00193272011,29.5604393095742
"real",2008,"mean_excess","p85",4175.22415156248,26.7222480721912
"real",2008,"mean_excess","p86",4440.29074104733,23.6054002069245
"real",2008,"mean_excess","p87",4744.95794943357,21.2415201186825
"real",2008,"mean_excess","p88",5090.62845203041,18.791422195819
"real",2008,"mean_excess","p89",5489.62366123737,16.5513216853149
"real",2008,"mean_excess","p90",5953.35608328877,14.3702859319511
"real",2008,"mean_excess","p91",6502.52957385889,12.4950474504163
"real",2008,"mean_excess","p92",7154.95320259692,10.6642635905994
"real",2008,"mean_excess","p93",7964.13085533111,9.15649205279879
"real",2008,"mean_excess","p94",8988.89208818111,7.82167992781866
"real",2008,"mean_excess","p95",10308.0987072331,6.47395818377755
"real",2008,"mean_excess","p96",12073.3885689618,5.22051497274385
"real",2008,"mean_excess","p97",14595.4784047927,4.03758783941247
"real",2008,"mean_excess","p98",18828.71287413,3.0700660837599
"real",2008,"mean_excess","p99",28081.4488501919,2.14037260795751
"real",2008,"max_to_sum","p1",0.0178283438837313,20415906.044085
"real",2008,"max_to_sum","p2",0.109676959864188,1207935981031.06
"real",2008,"max_to_sum","p3",0.229176217792571,210411481704052128
"real",2008,"max_to_sum","p4",0.326809058150567,5.37062164561365e+22
"real",2009,"mean_excess","p80",2583.80007738051,45.105989739739
"real",2009,"mean_excess","p81",2710.94345401473,41.0629949265527
"real",2009,"mean_excess","p82",2849.58013054328,36.6242303134389
"real",2009,"mean_excess","p83",3003.39751699431,33.0620122234769
"real",2009,"mean_excess","p84",3173.95422278153,29.4890092882957
"real",2009,"mean_excess","p85",3366.76547874064,26.7143143693469
"real",2009,"mean_excess","p86",3583.14653768187,23.9607920777855
"real",2009,"mean_excess","p87",3823.60365411418,20.9145748557666
"real",2009,"mean_excess","p88",4103.26429409492,18.6014032833202
"real",2009,"mean_excess","p89",4421.81285697928,16.192096160423
"real",2009,"mean_excess","p90",4797.62351346584,14.3134952155929
"real",2009,"mean_excess","p91",5249.48280135865,12.7225642341301
"real",2009,"mean_excess","p92",5788.31920897085,11.0499655602121
"real",2009,"mean_excess","p93",6448.89735588436,9.48094074433507
"real",2009,"mean_excess","p94",7272.48519991867,7.98163172116387
"real",2009,"mean_excess","p95",8358.94900997185,6.69509434990733
"real",2009,"mean_excess","p96",9818.71233277728,5.41006127919955
"real",2009,"mean_excess","p97",11908.2718739441,4.20828395092418
