"Population","N","Var_theta_hat","Mean_SE_sq","Var_theta","SD_theta_true","SE_SD_theta_true","SD_theta_D","SE_SD_theta_D"
"BASELINE",4182,2.49610881848052,0.171745139209641,2.32436367927088,1.52458639613204,0.0279099581904363,1.56139374983352,0.027075659246478
