"spec","description","rta_coef","rta_se","mean_theta","sd_theta","n","placebo_mean","placebo_sd","placebo_n","theta_D_mean","theta_D_sd","chain","window","anticipation_excluded"
"A_naive","Naive log(trade/y_hat_0)",NA,NA,-0.312375723184759,1.60896531520696,4182,-0.207204589838223,0.824354559230742,17200,0.24726509666428,1.56139374983352,"S*R","symmetric ±1",TRUE
"(B) Bilateral","Bilateral (pair) FE",1.40199342455487,0.0596072032284292,0.0758107555171095,1.57990785126238,4182,-0.207204589838223,0.824354559230742,17200,0.24726509666428,1.56139374983352,"S*R","symmetric ±1",TRUE
"(C) Country","Country FE",0.922221975531917,0.0553244162912178,NA,NA,NA,-0.207204589838223,0.824354559230742,17200,0.24726509666428,1.56139374983352,"S*R","symmetric ±1",TRUE
"(CY) Country-Year","Country-year FE",0.410766808684121,0.0536254540968961,NA,NA,NA,-0.207204589838223,0.824354559230742,17200,0.24726509666428,1.56139374983352,"S*R","symmetric ±1",TRUE
"(FULL) Full","Full (pair + country-year) FE",0.0947428550549083,0.0299465419424047,NA,NA,NA,-0.207204589838223,0.824354559230742,17200,0.24726509666428,1.56139374983352,"S*R","symmetric ±1",TRUE
"D_corrected","Corrected theta_D",NA,NA,0.24726509666428,1.56139374983352,4182,-0.207204589838223,0.824354559230742,17200,0.24726509666428,1.56139374983352,"S*R","symmetric ±1",TRUE
