"quantity","value"
"n_pseudo","5169"
"Var_null_raw","0.873785654858448"
"Var_null_matched","0.389160931240985"
"mean_pseudo_D","0.000716030323237092"
"se_pseudo_D","0.013001671506292"
"G3_status","PASS"
"weight_2-3","0.0148254423720708"
"weight_4-5","0.20492587278814"
"weight_6-10","0.341702534672406"
"weight_11+","0.438546150167384"
