"quantity","value"
"mean_se_B_sq",0.171745139209641
"mean_sd_cf_sq",0.0894473839133736
"mean_se_total_sq",0.261192523123014
"share_se_B",0.657542326082411
"share_sd_cf",0.342457673917589
"var_theta_D",2.43795044201918
"SD_true_seB",1.50539207610826
"SD_true_total",1.47538399032122
"Q1_Q5_spread",0.913735219750728
"threshold_10pct",0.243795044201918
"cf_material",0
