"Population","N","Mean_theta_A","SD_theta_A","Mean_theta_B","SD_theta_B","Mean_theta_D","SD_theta_D","theta_D_q10","theta_D_q50","theta_D_q90"
"BASELINE",4182,-0.283667301976638,1.66301724599256,0.0758107555171095,1.57990785126238,0.24726509666428,1.56139374983352,-1.4575399717949,0.194527558325083,2.01828992828462
